case_id,customer_id,failure_category,final_action,policy_action,permitted_actions,recovery_sequence,decision_reason,guardrail_status,guardrail_reason,recovery_probability,expected_recovery,action_cost,erv
CASE_000950,UNSEEN_CUST_00349,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7121653100969679,18587.186997488217,5.0,18582.186997488217
CASE_000951,UNSEEN_CUST_00351,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7098229172675903,21247.697240904592,5.0,21242.697240904592
CASE_000952,UNSEEN_CUST_00351,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7046968014759785,9653.74718793965,5.0,9648.74718793965
CASE_000953,UNSEEN_CUST_00353,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7627530600836803,27154.39031550906,5.0,27149.39031550906
CASE_000954,UNSEEN_CUST_00353,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9887103088282732,48551.43045746559,2.0,48549.43045746559
CASE_000955,UNSEEN_CUST_00353,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7627530600836803,26740.680683250277,5.0,26735.680683250277
CASE_000956,UNSEEN_CUST_00353,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.827059228834225,9406.417539077156,5.0,9401.417539077156
CASE_000957,UNSEEN_CUST_00354,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9954922854795364,9141.63552232715,2.0,9139.63552232715
CASE_000958,UNSEEN_CUST_00354,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.843013407746497,11751.421441036466,5.0,11746.421441036466
CASE_000959,UNSEEN_CUST_00355,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7486674352841948,7630.261280255104,5.0,7625.261280255104
CASE_000960,UNSEEN_CUST_00355,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7486674352841948,3786.9844878980425,5.0,3781.9844878980425
CASE_000961,UNSEEN_CUST_00356,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8205443475691709,16923.185609344757,5.0,16918.185609344757
CASE_000962,UNSEEN_CUST_00357,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8396343490858869,8848.847630611726,5.0,8843.847630611726
CASE_000963,UNSEEN_CUST_00359,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9938646522215951,17170.025609073324,2.0,17168.025609073324
CASE_000964,UNSEEN_CUST_00361,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7311147086963501,8355.010734598889,5.0,8350.010734598889
CASE_000965,UNSEEN_CUST_00361,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.2499245077395113,325.71911320167294,25.0,300.71911320167294
CASE_000966,UNSEEN_CUST_00362,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8698835640651131,60242.12475172204,5.0,60237.12475172204
CASE_000967,UNSEEN_CUST_00362,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8818495017100293,5350.524848180415,5.0,5345.524848180415
CASE_000968,UNSEEN_CUST_00364,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.7022119587282059,2910.1278657201924,2.0,2908.1278657201924
CASE_000969,UNSEEN_CUST_00365,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7740125350905473,20931.24946043683,5.0,20926.24946043683
CASE_000970,UNSEEN_CUST_00367,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8286665284069904,69413.40091198665,5.0,69408.40091198665
CASE_000971,UNSEEN_CUST_00367,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8856041097285715,30472.796091855907,5.0,30467.796091855907
CASE_000972,UNSEEN_CUST_00369,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7529339821892654,27434.700685069198,5.0,27429.700685069198
CASE_000973,UNSEEN_CUST_00370,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8837983181114979,7081.30145412066,5.0,7076.30145412066
CASE_000974,UNSEEN_CUST_00371,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.5090116617575862,14316.2685741624,25.0,14291.2685741624
CASE_000975,UNSEEN_CUST_00373,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6781893998833649,17505.20098728745,5.0,17500.20098728745
CASE_000976,UNSEEN_CUST_00373,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8216856033933609,25746.852816992214,5.0,25741.852816992214
CASE_000977,UNSEEN_CUST_00376,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6262053151483303,4311.348450158436,5.0,4306.348450158436
CASE_000978,UNSEEN_CUST_00376,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9968676126637752,25109.96870259819,2.0,25107.96870259819
CASE_000979,UNSEEN_CUST_00377,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.796380742149948,26563.184088722457,5.0,26558.184088722457
CASE_000980,UNSEEN_CUST_00379,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7646577085745921,5655.324300269741,5.0,5650.324300269741
CASE_000981,UNSEEN_CUST_00379,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.5532072351102063,3757.07927688921,25.0,3732.07927688921
CASE_000982,UNSEEN_CUST_00382,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8129701859719789,44537.31966438847,5.0,44532.31966438847
CASE_000983,UNSEEN_CUST_00382,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8197439431040755,12976.177734563118,5.0,12971.177734563118
CASE_000984,UNSEEN_CUST_00384,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7623603550672737,5875.968672716519,5.0,5870.968672716519
CASE_000985,UNSEEN_CUST_00384,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8625560878432904,10515.205627875592,5.0,10510.205627875592
CASE_000986,UNSEEN_CUST_00384,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8771774467574761,40425.845420950136,5.0,40420.845420950136
CASE_000987,UNSEEN_CUST_00385,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9453590258816388,15291.834541363369,5.0,15286.834541363369
CASE_000988,UNSEEN_CUST_00386,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,High-value case permitted for controlled recovery.,0.9978147498684112,77519.76892249192,2.0,77517.76892249192
CASE_000989,UNSEEN_CUST_00386,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8227819739535442,45099.839475173736,5.0,45094.839475173736
CASE_000990,UNSEEN_CUST_00387,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.998189630891149,45538.10969399584,2.0,45536.10969399584
CASE_000991,UNSEEN_CUST_00387,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7315434140882009,48288.654052704,5.0,48283.654052704
CASE_000992,UNSEEN_CUST_00390,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6396780903333726,3645.39110441092,5.0,3640.39110441092
CASE_000993,UNSEEN_CUST_00390,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.4814183212830417,17579.322180291954,5.0,17574.322180291954
CASE_000994,UNSEEN_CUST_00390,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5871754844170115,21582.69771737405,5.0,21577.69771737405
CASE_000995,UNSEEN_CUST_00392,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7254837439976157,8239.75417082732,5.0,8234.75417082732
CASE_000996,UNSEEN_CUST_00396,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9121177945519264,75807.74259606283,5.0,75802.74259606283
CASE_000997,UNSEEN_CUST_00397,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7589505754884892,31826.455772006208,5.0,31821.455772006208
CASE_000998,UNSEEN_CUST_00397,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8313054926732658,8182.955617129292,5.0,8177.955617129292
CASE_000999,UNSEEN_CUST_00397,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9957221015660016,27265.708948866588,2.0,27263.708948866588
CASE_001000,UNSEEN_CUST_00398,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9865328468037192,24847.743620474463,2.0,24845.743620474463
CASE_001001,UNSEEN_CUST_00399,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8082886157222449,8128.934359660145,5.0,8123.934359660145
CASE_001002,UNSEEN_CUST_00402,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7818189523907682,26968.399125916683,5.0,26963.399125916683
CASE_001003,UNSEEN_CUST_00402,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7975639137561816,13146.070526382116,5.0,13141.070526382116
CASE_001004,UNSEEN_CUST_00403,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8501689605946915,9052.973166754937,5.0,9047.973166754937
CASE_001005,UNSEEN_CUST_00405,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,High-value case permitted for controlled recovery.,0.9755912770001296,58957.53691826357,2.0,58955.53691826357
CASE_001006,UNSEEN_CUST_00405,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9341022118472206,111595.23897576467,5.0,111590.23897576467
CASE_001007,UNSEEN_CUST_00406,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7144158109860751,9150.30200453264,5.0,9145.30200453264
CASE_001008,UNSEEN_CUST_00406,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7017669043375274,32813.36428406402,5.0,32808.36428406402
CASE_001009,UNSEEN_CUST_00406,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8350487806544008,2212.077621904734,5.0,2207.077621904734
CASE_001010,UNSEEN_CUST_00408,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8505988422196992,12901.304831575688,5.0,12896.304831575688
CASE_001011,UNSEEN_CUST_00409,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7361364615323921,24524.15065228395,5.0,24519.15065228395
CASE_001012,UNSEEN_CUST_00412,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5721199600879401,3054.6914968995343,5.0,3049.6914968995343
CASE_001013,UNSEEN_CUST_00412,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.686200361267327,24671.284102814003,5.0,24666.284102814003
CASE_001014,UNSEEN_CUST_00413,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6903397419157984,30857.20618120267,5.0,30852.20618120267
CASE_001015,UNSEEN_CUST_00413,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9709853080620114,9550.679459069508,2.0,9548.679459069508
CASE_001016,UNSEEN_CUST_00416,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6791374927885337,43256.45373842849,5.0,43251.45373842849
CASE_001017,UNSEEN_CUST_00417,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7001976000281266,12822.305532731065,5.0,12817.305532731065
CASE_001018,UNSEEN_CUST_00417,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8901218891434641,7807.214583582867,5.0,7802.214583582867
CASE_001019,UNSEEN_CUST_00418,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9982121558953828,46968.177822836326,2.0,46966.177822836326
CASE_001020,UNSEEN_CUST_00418,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.833856354975766,1162.3040346371706,5.0,1157.3040346371706
CASE_001021,UNSEEN_CUST_00418,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8738999997280374,38384.23103705462,5.0,38379.23103705462
CASE_001022,UNSEEN_CUST_00419,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,High-value case permitted for controlled recovery.,0.9949853198717348,59277.0762691741,2.0,59275.0762691741
CASE_001023,UNSEEN_CUST_00420,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8744662199703883,15858.532345784988,5.0,15853.532345784988
CASE_001024,UNSEEN_CUST_00420,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8402667757620946,52226.66381014438,5.0,52221.66381014438
CASE_001025,UNSEEN_CUST_00422,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7596570269178367,17077.196317096736,5.0,17072.196317096736
CASE_001026,UNSEEN_CUST_00422,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7236463218712915,42240.58902624919,5.0,42235.58902624919
CASE_001027,UNSEEN_CUST_00424,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8061470077552672,24219.002000760796,5.0,24214.002000760796
CASE_001028,UNSEEN_CUST_00424,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9636606989561392,23030.26685596405,2.0,23028.26685596405
CASE_001029,UNSEEN_CUST_00424,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.1253289900741167,3017.10869583915,25.0,2992.10869583915
CASE_001030,UNSEEN_CUST_00424,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8280799379128129,10985.598284329646,5.0,10980.598284329646
CASE_001031,UNSEEN_CUST_00425,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9854351650755964,3003.3107526008944,2.0,3001.3107526008944
CASE_001032,UNSEEN_CUST_00425,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.3526768543343223,484.6802741431158,25.0,459.6802741431158
CASE_001033,UNSEEN_CUST_00425,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6155251184321707,11000.81264264818,5.0,10995.81264264818
CASE_001034,UNSEEN_CUST_00426,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7526297478388522,1393.9756611622518,5.0,1388.9756611622518
CASE_001035,UNSEEN_CUST_00426,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7657365853759722,12199.89905499048,5.0,12194.89905499048
CASE_001036,UNSEEN_CUST_00427,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.4806042233073949,1537.1501296996728,25.0,1512.1501296996728
CASE_001037,UNSEEN_CUST_00428,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8358840493375634,18388.49617761015,5.0,18383.49617761015
CASE_001038,UNSEEN_CUST_00428,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8702725906106152,18811.150911470195,5.0,18806.150911470195
CASE_001039,UNSEEN_CUST_00428,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7835570171942512,36517.70612861877,5.0,36512.70612861877
CASE_001040,UNSEEN_CUST_00429,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8404220257862459,11216.835438900514,5.0,11211.835438900514
CASE_001041,UNSEEN_CUST_00429,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8178747521530657,29318.71610532189,5.0,29313.71610532189
CASE_001042,UNSEEN_CUST_00430,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7934003124919915,74721.84638026138,5.0,74716.84638026138
CASE_001043,UNSEEN_CUST_00430,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7788824497806762,56558.66592319126,5.0,56553.66592319126
CASE_001044,UNSEEN_CUST_00432,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.903793553594328,6573.959322521207,5.0,6568.959322521207
CASE_001045,UNSEEN_CUST_00432,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9083802910706744,66614.8695836837,5.0,66609.8695836837
CASE_001046,UNSEEN_CUST_00432,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9083802910706744,45027.021206528,5.0,45022.021206528
CASE_001047,UNSEEN_CUST_00433,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8094483984777444,20270.239172615617,5.0,20265.239172615617
CASE_001048,UNSEEN_CUST_00433,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.1625393634125617,8894.917900943416,25.0,8869.917900943416
