case_id,final_status,attempts,total_recovered,confidence_score,confidence_level,probability_confidence,action_margin,margin_confidence,audit_event_count
CASE_000787,recovered,1,4138.1,0.2847236208764048,low,0.4745393681273413,0.0,0.0,10
CASE_000788,recovered,1,37226.99,0.3418702245236403,low,0.5697837075394006,0.0,0.0,10
CASE_000789,escalated,0,0.0,0.4685735282037541,medium,0.11428921367292344,0.4428553931635383,1.0,6
CASE_000790,escalated,0,0.0,0.6967165381889169,medium,0.4945275636481947,0.7472637818240974,1.0,6
CASE_000791,recovered,1,2397.35,0.32010736315492727,low,0.5335122719248788,0.0,0.0,10
CASE_000792,recovered,1,25875.55,0.5858965689657233,medium,0.9764942816095388,0.0,0.0,10
CASE_000793,escalated,2,0.0,0.7811725189361591,high,0.6352875315602653,0.8176437657801326,1.0,24
CASE_000794,recovered,1,3962.96,0.12480171379432256,low,0.20800285632387094,0.0,0.0,10
CASE_000795,escalated,2,0.0,0.671648532384083,medium,0.45274755397347155,0.7263737769867358,1.0,24
CASE_000796,recovered,1,66560.79,0.4748233335344801,medium,0.7913722225574669,0.0,0.0,10
CASE_000797,escalated,2,0.0,0.76589417609093,high,0.6098236268182167,0.8049118134091083,1.0,24
CASE_000798,escalated,2,0.0,0.8514587637920383,high,0.7524312729867306,0.8762156364933653,1.0,24
CASE_000799,recovered,1,1700.74,0.4128779132114441,medium,0.6881298553524069,0.0,0.0,10
CASE_000800,escalated,2,0.0,0.7722301488509454,high,0.6203835814182423,0.8101917907091212,1.0,24
CASE_000801,escalated,2,0.0,0.5664651724767853,medium,0.27744195412797557,0.6387209770639878,1.0,24
CASE_000802,recovered,1,10528.51,0.593971171967449,medium,0.9899519532790817,0.0,0.0,10
CASE_000803,escalated,2,0.0,0.5198843126767596,medium,0.19980718779459927,0.5999035938972996,1.0,24
CASE_000804,escalated,2,0.0,0.8461242422327582,high,0.7435404037212636,0.8717702018606318,1.0,24
CASE_000805,escalated,0,0.0,0.7422450792745066,high,0.5704084654575108,0.7852042327287554,1.0,6
CASE_000806,recovered,1,9404.32,0.16187384652994025,low,0.2697897442165671,0.0,0.0,10
CASE_000807,escalated,2,0.0,0.5040583495887964,medium,0.17343058264799383,0.5867152913239969,1.0,24
CASE_000808,recovered,1,73955.95,0.592607474375653,medium,0.9876791239594216,0.0,0.0,10
CASE_000809,escalated,0,0.0,0.6343489235324171,medium,0.3905815392206953,0.6952907696103476,1.0,6
CASE_000810,recovered,1,47545.19,0.5974061830418136,medium,0.995676971736356,0.0,0.0,10
CASE_000811,escalated,2,0.0,0.8127728320751447,high,0.6879547201252412,0.8439773600626206,1.0,24
CASE_000812,escalated,2,0.0,0.7528513552337454,high,0.5880855920562422,0.7940427960281211,1.0,24
CASE_000813,recovered,1,13543.36,0.5948430490516134,medium,0.9914050817526892,0.0,0.0,10
CASE_000814,escalated,2,0.0,0.7405522869077317,high,0.5675871448462195,0.7837935724231098,1.0,24
CASE_000815,recovered,1,4581.73,0.09138837549024022,low,0.15231395915040036,0.0,0.0,10
CASE_000816,recovered,1,49031.27,0.2277908495609496,low,0.379651415934916,0.0,0.0,10
CASE_000817,recovered,1,54833.84,0.5977830733508998,medium,0.9963051222514996,0.0,0.0,10
CASE_000818,escalated,2,0.0,0.8143105742947985,high,0.690517623824664,0.845258811912332,1.0,24
CASE_000819,recovered,1,7281.66,0.5013449569580926,medium,0.8355749282634877,0.0,0.0,10
CASE_000820,recovered,1,19675.93,0.528122683432954,medium,0.8802044723882567,0.0,0.0,10
CASE_000821,recovered,1,12808.49,0.5687227224490776,medium,0.947871204081796,0.0,0.0,10
CASE_000822,escalated,2,0.0,0.8486799996736449,high,0.7477999994560749,0.8738999997280374,1.0,24
CASE_000823,recovered,1,16827.85,0.44176379813938443,medium,0.7362729968989741,0.0,0.0,10
CASE_000824,escalated,2,0.0,0.8303831523577849,high,0.7173052539296416,0.8586526269648208,1.0,24
CASE_000825,recovered,1,49670.45,0.5972219431761426,medium,0.9953699052935712,0.0,0.0,10
CASE_000826,escalated,2,0.0,0.7323837943158718,high,0.553972990526453,0.7769864952632265,1.0,24
CASE_000827,escalated,2,0.0,0.7482973100534662,high,0.580495516755777,0.7902477583778885,1.0,24
CASE_000828,escalated,2,0.0,0.9897120964616527,high,0.9828534941027545,0.9914267470513772,1.0,24
CASE_000829,escalated,2,0.0,0.7323837943158718,high,0.553972990526453,0.7769864952632265,1.0,24
CASE_000830,recovered,1,15700.87,0.3292986034331835,low,0.5488310057219725,0.0,0.0,10
CASE_000831,escalated,2,0.0,0.7488523369964584,high,0.581420561660764,0.790710280830382,1.0,24
CASE_000832,stopped,1,0.0,0.11919886681273856,low,0.19866477802123095,0.0,0.0,12
CASE_000833,stopped,1,0.0,0.3100033398844989,low,0.5166722331408315,0.0,0.0,12
CASE_000834,stopped,1,0.0,0.5822174632593698,medium,0.9703624387656165,0.0,0.0,12
CASE_000835,escalated,2,0.0,0.6084184127420018,medium,0.34736402123666976,0.6736820106183349,1.0,24
CASE_000836,escalated,2,0.0,0.9970309560717976,high,0.995051593452996,0.997525796726498,1.0,24
CASE_000837,recovered,1,5899.51,0.5987139261373089,medium,0.9978565435621816,0.0,0.0,10
CASE_000838,escalated,2,0.0,0.752088620312316,high,0.5868143671871933,0.7934071835935966,1.0,24
CASE_000839,recovered,1,24953.57,0.5987780869006439,medium,0.99796347816774,0.0,0.0,10
CASE_000840,escalated,2,0.0,0.8299595574493606,high,0.7165992624156008,0.8582996312078004,1.0,24
CASE_000841,escalated,2,0.0,0.847749123253017,high,0.7462485387550284,0.8731242693775142,1.0,24
CASE_000842,escalated,2,0.0,0.4306575978349647,medium,0.05109599639160778,0.5255479981958039,1.0,24
CASE_000843,recovered,1,19115.2,0.1538309444291396,low,0.25638490738189934,0.0,0.0,10
CASE_000844,recovered,1,29763.06,0.5872693355461888,medium,0.9787822259103147,0.0,0.0,10
CASE_000845,escalated,2,0.0,0.5709867729401972,medium,0.2849779549003286,0.6424889774501643,1.0,24
CASE_000846,escalated,1,0.0,0.6094769681511016,medium,0.34912828025183607,0.674564140125918,1.0,15
CASE_000847,recovered,1,40349.99,0.1997995268390754,low,0.332999211398459,0.0,0.0,10
CASE_000848,escalated,2,0.0,0.8353023433932696,high,0.7255039056554493,0.8627519528277247,1.0,24
CASE_000849,escalated,2,0.0,0.9975307276573326,high,0.9958845460955543,0.9979422730477772,1.0,24
CASE_000850,recovered,1,119938.7,0.501443065624386,medium,0.83573844270731,0.0,0.0,10
CASE_000851,escalated,2,0.0,0.7752640026248074,high,0.6254400043746791,0.8127200021873395,1.0,24
CASE_000852,escalated,2,0.0,0.7677711154763274,high,0.6129518591272123,0.8064759295636061,1.0,24
CASE_000853,escalated,0,0.0,0.8203114611692205,high,0.7005191019487008,0.1497404490256496,1.0,6
CASE_000854,escalated,2,0.0,0.8435123924332761,high,0.7391873207221269,0.8695936603610634,1.0,24
CASE_000855,recovered,1,15508.44,0.5538177216406828,medium,0.9230295360678047,0.0,0.0,10
CASE_000856,recovered,1,14528.47,0.5143741259219439,medium,0.8572902098699064,0.0,0.0,10
CASE_000857,escalated,2,0.0,0.7953030656865381,high,0.6588384428108967,0.8294192214054483,1.0,24
CASE_000858,recovered,1,19316.18,0.42551771408703126,medium,0.7091961901450521,0.0,0.0,10
CASE_000859,recovered,1,23192.94,0.3287239084249621,low,0.5478731807082702,0.0,0.0,10
CASE_000860,escalated,2,0.0,0.7616637046391427,high,0.6027728410652378,0.8013864205326189,1.0,24
CASE_000861,escalated,2,0.0,0.8101587966172807,high,0.6835979943621346,0.8417989971810673,1.0,24
CASE_000862,recovered,1,18288.78,0.15010868480767248,low,0.2501811413461208,0.0,0.0,10
CASE_000863,recovered,1,19834.58,0.15010868480767248,low,0.2501811413461208,0.0,0.0,10
CASE_000864,recovered,1,64673.79,0.5830515549922383,medium,0.9717525916537304,0.0,0.0,10
CASE_000865,stopped,1,0.0,0.5177501697180984,medium,0.8629169495301641,0.0,0.0,12
CASE_000866,recovered,1,4696.61,0.15407163478540292,low,0.25678605797567156,0.0,0.0,10
CASE_000867,escalated,2,0.0,0.44791381354547033,medium,0.07985635590911722,0.4600718220454414,1.0,24
CASE_000868,recovered,1,60314.35,0.23632338018587806,low,0.3938723003097968,0.0,0.0,10
CASE_000869,recovered,1,39759.82,0.5897244873921733,medium,0.9828741456536223,0.0,0.0,10
CASE_000870,recovered,1,1900.94,0.520245655977228,medium,0.86707609329538,0.0,0.0,10
CASE_000871,escalated,2,0.0,0.7582749291371351,high,0.5971248818952253,0.7985624409476126,1.0,24
CASE_000872,recovered,1,21792.62,0.42967599716255395,medium,0.7161266619375899,0.0,0.0,10
CASE_000873,escalated,2,0.0,0.829675997162554,high,0.7161266619375899,0.858063330968795,1.0,24
CASE_000874,escalated,2,0.0,0.8387044961320991,high,0.7311741602201651,0.8655870801100826,1.0,24
CASE_000875,stopped,1,0.0,0.08207160800132364,low,0.1367860133355394,0.0,0.0,12
CASE_000876,recovered,1,72415.38,0.08207160800132364,low,0.1367860133355394,0.0,0.0,10
CASE_000877,recovered,1,4292.85,0.26504985977479834,low,0.44174976629133056,0.0,0.0,10
CASE_000878,recovered,1,13599.21,0.09299882414663974,low,0.15499804024439956,0.0,0.0,10
CASE_000879,escalated,0,0.0,0.9011418511890648,high,0.8352364186484412,0.0823817906757794,1.0,6
CASE_000880,stopped,1,0.0,0.036631568067090135,low,0.06105261344515023,0.0,0.0,12
CASE_000881,recovered,1,24898.75,0.22417064590844235,low,0.37361774318073726,0.0,0.0,10
CASE_000882,recovered,1,35542.39,0.26861242211722686,low,0.4476873701953781,0.0,0.0,10
CASE_000883,stopped,1,0.0,0.036631568067090135,low,0.06105261344515023,0.0,0.0,12
CASE_000884,recovered,1,31444.06,0.34420563955931294,low,0.5736760659321882,0.0,0.0,10
CASE_000885,escalated,2,0.0,0.744205639559313,high,0.5736760659321882,0.7868380329660941,1.0,24
CASE_000886,recovered,1,5309.84,0.4989905855234544,medium,0.831650975872424,0.0,0.0,10
CASE_000887,escalated,2,0.0,0.8196189344314293,high,0.6993648907190488,0.8496824453595244,1.0,24
CASE_000888,recovered,1,34840.25,0.4045018464373872,medium,0.674169744062312,0.0,0.0,10
CASE_000889,escalated,2,0.0,0.8289897644812203,high,0.7149829408020338,0.8574914704010169,1.0,24
CASE_000890,escalated,2,0.0,0.8392552188697819,high,0.7320920314496366,0.8660460157248183,1.0,24
CASE_000891,escalated,2,0.0,0.7967225136268734,high,0.6612041893781224,0.8306020946890612,1.0,24
CASE_000892,recovered,1,11946.34,0.36230565330030673,low,0.6038427555005113,0.0,0.0,10
CASE_000893,recovered,1,13353.78,0.03801915258619055,low,0.06336525431031759,0.0,0.0,10
CASE_000894,recovered,1,66760.67,0.5798009144057631,medium,0.9663348573429384,0.0,0.0,10
CASE_000895,recovered,1,24505.79,0.5957520311074775,medium,0.9929200518457959,0.0,0.0,10
CASE_000896,escalated,1,0.0,0.6770082862710491,medium,0.4616804771184153,0.7308402385592077,1.0,15
CASE_000897,recovered,1,14615.59,0.3412755140161733,low,0.5687925233602888,0.0,0.0,10
CASE_000898,escalated,2,0.0,0.8486799996736449,high,0.7477999994560749,0.8738999997280374,1.0,24
CASE_000899,escalated,2,0.0,0.6583231971265229,medium,0.430538661877538,0.715269330938769,1.0,24
CASE_000900,recovered,1,7163.21,0.14312322021761226,low,0.2385387003626871,0.0,0.0,10
CASE_000901,recovered,1,42216.57,0.2063228478795561,low,0.3438714131325935,0.0,0.0,10
CASE_000902,recovered,1,20776.32,0.5985261205267988,medium,0.9975435342113312,0.0,0.0,10
CASE_000903,stopped,1,0.0,0.214759855613041,low,0.3579330926884017,0.0,0.0,12
CASE_000904,escalated,2,0.0,0.6934049167379535,medium,0.48900819456325584,0.7445040972816279,1.0,24
CASE_000905,recovered,1,28942.15,0.5846215771707998,medium,0.9743692952846663,0.0,0.0,10
CASE_000906,recovered,1,149287.02,0.5958360768306129,medium,0.9930601280510216,0.0,0.0,10
CASE_000907,escalated,2,0.0,0.8076851363831451,high,0.6794752273052418,0.8397376136526209,1.0,24
CASE_000908,recovered,1,54818.15,0.4114263987923498,medium,0.6857106646539164,0.0,0.0,10
CASE_000909,escalated,2,0.0,0.6375821199011746,medium,0.39597019983529114,0.6979850999176456,1.0,24
CASE_000910,recovered,1,61262.44,0.31968169365568366,low,0.5328028227594728,0.0,0.0,10
CASE_000911,escalated,2,0.0,0.8313040015626084,high,0.7188400026043473,0.8594200013021737,1.0,24
CASE_000912,recovered,1,39530.99,0.4313040015626084,medium,0.7188400026043473,0.0,0.0,10
CASE_000913,escalated,0,0.0,0.8785538280634981,high,0.7975897134391636,0.1012051432804182,1.0,6
CASE_000914,recovered,1,49606.63,0.15120757634626328,low,0.25201262724377216,0.0,0.0,10
CASE_000915,recovered,1,42009.9,0.2635929869011461,low,0.4393216448352435,0.0,0.0,10
CASE_000916,escalated,0,0.0,0.565620231795114,medium,0.2760337196585234,0.6380168598292617,1.0,6
CASE_000917,stopped,1,0.0,0.3262396416601763,low,0.5437327361002939,0.0,0.0,12
CASE_000918,recovered,1,5471.19,0.5786033760799253,medium,0.9643389601332089,0.0,0.0,10
CASE_000919,recovered,1,60520.52,0.5865597757211783,medium,0.977599626201964,0.0,0.0,10
CASE_000920,escalated,0,0.0,0.6380904798972304,medium,0.39681746649538396,0.301591266752308,1.0,6
CASE_000921,recovered,1,20737.17,0.5894866464418327,medium,0.9824777440697212,0.0,0.0,10
CASE_000922,recovered,1,29135.77,0.4011200751425212,medium,0.6685334585708687,0.0,0.0,10
CASE_000923,recovered,1,26893.77,0.5960969320727563,medium,0.9934948867879272,0.0,0.0,10
CASE_000924,recovered,1,16949.3,0.3149388412754844,low,0.524898068792474,0.0,0.0,10
CASE_000925,escalated,2,0.0,0.7121733872400375,high,0.520288978733396,0.760144489366698,1.0,24
CASE_000926,escalated,2,0.0,0.46796996155143494,medium,0.11328326925239152,0.5566416346261958,1.0,24
CASE_000927,escalated,0,0.0,0.4309740518459523,medium,0.051623419743253796,0.4741882901283731,1.0,6
CASE_000928,recovered,1,7792.94,0.31042580720738194,low,0.5173763453456366,0.0,0.0,10
CASE_000929,recovered,1,41850.55,0.33598224871369115,low,0.5599704145228186,0.0,0.0,10
CASE_000930,escalated,2,0.0,0.739680871766424,high,0.5661347862773733,0.7830673931386867,1.0,24
CASE_000931,escalated,2,0.0,0.9971905141411523,high,0.9953175235685872,0.9976587617842936,1.0,24
CASE_000932,escalated,2,0.0,0.8288279505204852,high,0.7147132508674752,0.8573566254337376,1.0,24
CASE_000933,recovered,1,27018.5,0.5940127566635076,medium,0.9900212611058461,0.0,0.0,10
CASE_000934,escalated,2,0.0,0.5994256994837119,medium,0.33237616580618656,0.6661880829030933,1.0,24
CASE_000935,recovered,1,7799.83,0.5120723438927242,medium,0.8534539064878737,0.0,0.0,10
CASE_000936,recovered,1,11567.79,0.5408819368834934,medium,0.9014698948058224,0.0,0.0,10
CASE_000937,escalated,2,0.0,0.9120723438927242,high,0.8534539064878737,0.9267269532439368,1.0,24
CASE_000938,recovered,1,521.72,0.5950629801450611,medium,0.9917716335751019,0.0,0.0,10
CASE_000939,recovered,1,2851.8,0.35048191999840017,low,0.584136533330667,0.0,0.0,10
CASE_000940,escalated,2,0.0,0.8353023433932696,high,0.7255039056554493,0.8627519528277247,1.0,24
CASE_000941,recovered,1,47491.31,0.5859313098252231,medium,0.9765521830420385,0.0,0.0,10
CASE_000942,escalated,2,0.0,0.8649052235790375,high,0.7748420392983959,0.887421019649198,1.0,24
CASE_000943,recovered,1,24510.48,0.432861121764298,medium,0.7214352029404967,0.0,0.0,10
CASE_000944,recovered,1,9168.14,0.41262541343424497,medium,0.6877090223904083,0.0,0.0,10
CASE_000945,recovered,1,43466.16,0.5793439992099768,medium,0.965573332016628,0.0,0.0,10
CASE_000946,escalated,0,0.0,0.5195657978908438,medium,0.19927632981807297,0.4003618350909635,1.0,6
CASE_000947,escalated,0,0.0,0.5682458379123465,medium,0.28040972985391077,0.6402048649269554,1.0,6
CASE_000948,recovered,1,93972.97,0.5983719652087848,medium,0.9972866086813079,0.0,0.0,10
CASE_000949,recovered,1,29494.84,0.1291635322269679,low,0.21527255371161313,0.0,0.0,10
CASE_000950,escalated,2,0.0,0.6545983721163615,medium,0.42433062019393586,0.7121653100969679,1.0,24
CASE_000951,escalated,2,0.0,0.6517875007211084,medium,0.41964583453518056,0.7098229172675903,1.0,24
CASE_000952,escalated,2,0.0,0.6456361617711741,medium,0.4093936029519569,0.7046968014759785,1.0,24
CASE_000953,escalated,2,0.0,0.7153036721004163,high,0.5255061201673605,0.7627530600836803,1.0,24
CASE_000954,recovered,1,49105.82,0.5864523705939277,medium,0.9774206176565463,0.0,0.0,10
CASE_000955,recovered,1,35058.11,0.3153036721004163,low,0.5255061201673605,0.0,0.0,10
CASE_000956,escalated,2,0.0,0.79247107460107,high,0.65411845766845,0.827059228834225,1.0,24
CASE_000957,recovered,1,9183.03,0.5945907425754436,medium,0.9909845709590728,0.0,0.0,10
CASE_000958,recovered,1,13939.78,0.4116160892957964,medium,0.686026815492994,0.0,0.0,10
CASE_000959,recovered,1,10191.79,0.2984009223410337,low,0.49733487056838954,0.0,0.0,10
CASE_000960,recovered,1,5058.3,0.2984009223410337,low,0.49733487056838954,0.0,0.0,10
CASE_000961,escalated,2,0.0,0.7846532170830052,high,0.6410886951383419,0.8205443475691709,1.0,24
CASE_000962,recovered,1,10538.93,0.40756121890306424,medium,0.6792686981717737,0.0,0.0,10
CASE_000963,escalated,2,0.0,0.9926375826659142,high,0.9877293044431903,0.9938646522215951,1.0,24
CASE_000964,escalated,2,0.0,0.6773376504356201,medium,0.4622294173927002,0.7311147086963501,1.0,24
CASE_000965,escalated,0,0.0,0.7000905907125865,high,0.5001509845209774,0.2499245077395113,1.0,6
CASE_000966,escalated,2,0.0,0.8438602768781358,high,0.7397671281302263,0.8698835640651131,1.0,24
CASE_000967,escalated,2,0.0,0.8582194020520352,high,0.7636990034200586,0.8818495017100293,1.0,24
CASE_000968,recovered,1,4144.23,0.242654350473847,low,0.4044239174564117,0.0,0.0,10
CASE_000969,recovered,1,27042.52,0.3288150421086568,low,0.5480250701810947,0.0,0.0,10
CASE_000970,escalated,1,0.0,0.7943998340883884,high,0.6573330568139808,0.8286665284069904,1.0,15
CASE_000971,escalated,2,0.0,0.8627249316742858,high,0.771208219457143,0.8856041097285715,1.0,24
CASE_000972,escalated,2,0.0,0.7035207786271185,high,0.5058679643785309,0.7529339821892654,1.0,24
CASE_000973,escalated,1,0.0,0.8605579817337975,high,0.7675966362229958,0.8837983181114979,1.0,15
CASE_000974,escalated,0,0.0,0.4108139941091034,medium,0.01802332351517233,0.5090116617575862,1.0,6
CASE_000975,stopped,1,0.0,0.21382727986003788,low,0.3563787997667298,0.0,0.0,12
CASE_000976,stopped,1,0.0,0.38602272407203314,low,0.6433712067867219,0.0,0.0,12
CASE_000977,escalated,2,0.0,0.5514463781779964,medium,0.25241063029666067,0.6262053151483303,1.0,24
CASE_000978,recovered,1,25188.87,0.5962411351965302,medium,0.9937352253275504,0.0,0.0,10
CASE_000979,recovered,1,33354.88,0.3556568905799376,low,0.5927614842998961,0.0,0.0,10
CASE_000980,recovered,1,7395.89,0.31758925028951057,low,0.5293154171491843,0.0,0.0,10
CASE_000981,escalated,0,0.0,0.4638486821322476,medium,0.10641447022041262,0.5532072351102063,1.0,6
CASE_000982,escalated,2,0.0,0.7755642231663746,high,0.6259403719439578,0.8129701859719789,1.0,24
CASE_000983,recovered,1,15829.55,0.3836927317248906,low,0.639487886208151,0.0,0.0,10
CASE_000984,escalated,2,0.0,0.7148324260807285,high,0.5247207101345475,0.7623603550672737,1.0,24
CASE_000985,escalated,2,0.0,0.8350673054119485,high,0.7251121756865808,0.8625560878432904,1.0,24
CASE_000986,recovered,1,46086.28,0.4526129361089713,medium,0.7543548935149522,0.0,0.0,10
CASE_000987,recovered,1,16175.69,0.5344308310579665,medium,0.8907180517632776,0.0,0.0,10
CASE_000988,recovered,1,77689.54,0.5973776998420934,medium,0.9956294997368225,0.0,0.0,10
CASE_000989,recovered,1,54813.84,0.3873383687442531,low,0.6455639479070885,0.0,0.0,10
CASE_000990,recovered,1,45620.7,0.5978275570693787,medium,0.996379261782298,0.0,0.0,10
CASE_000991,escalated,2,0.0,0.677852096905841,medium,0.4630868281764018,0.7315434140882009,1.0,24
CASE_000992,escalated,2,0.0,0.5676137084000472,medium,0.2793561806667453,0.6396780903333726,1.0,24
CASE_000993,escalated,2,0.0,0.42229801446035,medium,0.03716335743391663,0.4814183212830417,1.0,24
CASE_000994,escalated,2,0.0,0.5046105813004138,medium,0.174350968834023,0.5871754844170115,1.0,24
CASE_000995,recovered,1,11357.6,0.27058049279713886,low,0.45096748799523145,0.0,0.0,10
CASE_000996,recovered,1,83111.79,0.4945413534623117,medium,0.8242355891038529,0.0,0.0,10
CASE_000997,escalated,2,0.0,0.710740690586187,high,0.5179011509769784,0.7589505754884892,1.0,24
CASE_000998,recovered,1,9843.5,0.397566591207919,low,0.6626109853465316,0.0,0.0,10
CASE_000999,recovered,1,27382.85,0.5948665218792019,medium,0.9914442031320032,0.0,0.0,10
CASE_001000,escalated,2,0.0,0.983839416164463,high,0.9730656936074384,0.9865328468037192,1.0,24
CASE_001001,recovered,1,10056.97,0.3699463388666938,low,0.6165772314444897,0.0,0.0,10
CASE_001002,recovered,1,34494.43,0.33818274286892175,low,0.5636379047815363,0.0,0.0,10
CASE_001003,recovered,1,16482.78,0.35707669650741797,low,0.5951278275123633,0.0,0.0,10
CASE_001004,recovered,1,10648.44,0.4202027527136298,medium,0.700337921189383,0.0,0.0,10
CASE_001005,escalated,2,0.0,0.9707095324001556,high,0.9511825540002592,0.9755912770001296,1.0,24
CASE_001006,recovered,1,119467.91,0.5209226542166647,medium,0.8682044236944413,0.0,0.0,10
CASE_001007,recovered,1,12808.09,0.2572989731832901,low,0.4288316219721502,0.0,0.0,10
CASE_001008,escalated,2,0.0,0.642120285205033,medium,0.40353380867505484,0.7017669043375274,1.0,24
CASE_001009,escalated,2,0.0,0.802058536785281,high,0.6700975613088016,0.8350487806544008,1.0,24
CASE_001010,escalated,2,0.0,0.820718610663639,high,0.7011976844393983,0.8505988422196992,1.0,24
CASE_001011,escalated,2,0.0,0.6833637538388706,medium,0.4722729230647842,0.7361364615323921,1.0,24
CASE_001012,recovered,1,5339.25,0.0865439521055281,low,0.14423992017588017,0.0,0.0,10
CASE_001013,recovered,1,35953.47,0.22344043352079238,low,0.37240072253465395,0.0,0.0,10
CASE_001014,escalated,2,0.0,0.628407690298958,medium,0.3806794838315968,0.6903397419157984,1.0,24
CASE_001015,recovered,1,9836.07,0.5651823696744137,medium,0.9419706161240229,0.0,0.0,10
CASE_001016,recovered,1,63693.22,0.2149649913462405,low,0.3582749855770675,0.0,0.0,10
CASE_001017,recovered,1,18312.41,0.2402371200337519,low,0.4003952000562532,0.0,0.0,10
CASE_001018,recovered,1,8770.95,0.46814626697215694,medium,0.7802437782869283,0.0,0.0,10
CASE_001019,escalated,2,0.0,0.9978545870744594,high,0.9964243117907656,0.9982121558953828,1.0,24
CASE_001020,escalated,2,0.0,0.8006276259709193,high,0.6677127099515321,0.833856354975766,1.0,24
CASE_001021,escalated,2,0.0,0.8486799996736449,high,0.7477999994560749,0.8738999997280374,1.0,24
CASE_001022,recovered,1,59575.83,0.5939823838460817,medium,0.9899706397434695,0.0,0.0,10
CASE_001023,escalated,2,0.0,0.8493594639644659,high,0.7489324399407766,0.8744662199703883,1.0,24
CASE_001024,escalated,1,0.0,0.8083201309145136,high,0.6805335515241893,0.8402667757620946,1.0,15
CASE_001025,escalated,2,0.0,0.711588432301404,high,0.5193140538356733,0.7596570269178367,1.0,24
CASE_001026,escalated,2,0.0,0.6683755862455498,medium,0.44729264374258304,0.7236463218712915,1.0,24
CASE_001027,recovered,1,30042.91,0.3673764093063206,low,0.6122940155105343,0.0,0.0,10
CASE_001028,recovered,1,23898.73,0.556392838747367,medium,0.9273213979122783,0.0,0.0,10
CASE_001029,escalated,0,0.0,0.84960521191106,high,0.7493420198517666,0.1253289900741167,1.0,6
CASE_001030,stopped,1,0.0,0.3936959254953754,low,0.6561598758256257,0.0,0.0,12
CASE_001031,escalated,2,0.0,0.9825221980907156,high,0.9708703301511927,0.9854351650755964,1.0,24
CASE_001032,escalated,0,0.0,0.5767877747988133,medium,0.29464629133135545,0.3526768543343223,1.0,6
CASE_001033,escalated,2,0.0,0.5386301421186048,medium,0.23105023686434145,0.6155251184321707,1.0,24
CASE_001034,recovered,1,1852.14,0.30315569740662257,low,0.5052594956777043,0.0,0.0,10
CASE_001035,escalated,2,0.0,0.7188839024511666,high,0.5314731707519444,0.7657365853759722,1.0,24
CASE_001036,escalated,0,0.0,0.42327493203112615,medium,0.03879155338521023,0.4806042233073949,1.0,6
CASE_001037,escalated,2,0.0,0.8030608592050761,high,0.6717680986751269,0.8358840493375634,1.0,24
CASE_001038,recovered,1,21615.24,0.4443271087327383,medium,0.7405451812212305,0.0,0.0,10
CASE_001039,recovered,1,46605.04,0.3402684206331014,low,0.5671140343885024,0.0,0.0,10
CASE_001040,recovered,1,13346.67,0.4085064309434951,medium,0.6808440515724918,0.0,0.0,10
CASE_001041,recovered,1,35847.44,0.38144970258367883,low,0.6357495043061314,0.0,0.0,10
CASE_001042,escalated,2,0.0,0.7520803749903898,high,0.586800624983983,0.7934003124919915,1.0,24
CASE_001043,recovered,1,72615.15,0.33465893973681143,low,0.5577648995613524,0.0,0.0,10
CASE_001044,recovered,1,7273.74,0.4845522643131936,medium,0.807587107188656,0.0,0.0,10
CASE_001045,recovered,1,73333.68,0.4900563492848093,medium,0.8167605821413488,0.0,0.0,10
CASE_001046,escalated,2,0.0,0.8900563492848093,high,0.8167605821413488,0.9083802910706744,1.0,24
CASE_001047,escalated,2,0.0,0.7713380781732933,high,0.6188967969554888,0.8094483984777444,1.0,24
CASE_001048,escalated,0,0.0,0.804952763904926,high,0.6749212731748766,0.1625393634125617,1.0,6
CASE_001049,escalated,2,0.0,0.7866597924186454,high,0.644432987364409,0.8222164936822045,1.0,24
CASE_001050,recovered,1,22144.92,0.32596077264386375,low,0.5432679544064396,0.0,0.0,10
CASE_001051,escalated,0,0.0,0.7716936380520576,high,0.6194893967534292,0.1902553016232854,1.0,6
CASE_001052,recovered,1,41403.17,0.5762386472756909,medium,0.9603977454594848,0.0,0.0,10
CASE_001053,escalated,2,0.0,0.49742895639830004,medium,0.16238159399716667,0.5811907969985833,1.0,24
CASE_001054,escalated,2,0.0,0.49742895639830004,medium,0.16238159399716667,0.5811907969985833,1.0,24
CASE_001055,escalated,2,0.0,0.8417637981393844,high,0.7362729968989741,0.868136498449487,1.0,24
CASE_001056,recovered,1,6884.92,0.5990238744103334,medium,0.9983731240172224,0.0,0.0,10
CASE_001057,recovered,1,62424.56,0.07860982805280292,low,0.13101638008800487,0.0,0.0,10
CASE_001058,escalated,2,0.0,0.5823123848539119,medium,0.3038539747565199,0.6519269873782599,1.0,24
CASE_001059,escalated,2,0.0,0.8128241585496507,high,0.6880402642494179,0.8440201321247089,1.0,24
CASE_001060,escalated,2,0.0,0.7458814344728291,high,0.5764690574547151,0.7882345287273576,1.0,24
CASE_001061,escalated,0,0.0,0.6437344378141698,medium,0.40622406302361636,0.2968879684881918,1.0,6
CASE_001062,recovered,1,7168.28,0.33218812346705695,low,0.5536468724450949,0.0,0.0,10
CASE_001063,escalated,2,0.0,0.49209924267092964,medium,0.15349873778488266,0.5767493688924413,1.0,24
CASE_001064,escalated,0,0.0,0.8016468009654392,high,0.6694113349423986,0.1652943325288007,1.0,6
