invoice_id,customer_id,amount,status,due_date,paid_at,days_overdue,failure_code,failure_category,created_at
UNSEEN_INV_000386,UNSEEN_CUST_00386,54813.84,overdue,2026-08-27 20:09:43.461552,,38,FUNDS_NOT_AVAILABLE,insufficient_funds,2026-08-15 20:09:43.461552
UNSEEN_INV_000387,UNSEEN_CUST_00387,45620.7,overdue,2026-06-28 20:09:43.461552,,1,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,2026-06-01 20:09:43.461552
UNSEEN_INV_000388,UNSEEN_CUST_00388,49357.02,paid,2026-04-22 20:09:43.461552,2026-04-20 20:09:43.461552,0,,,2026-04-12 20:09:43.461552
UNSEEN_INV_000389,UNSEEN_CUST_00389,109976.01,paid,2026-07-12 20:09:43.461552,2026-07-09 20:09:43.461552,0,,,2026-06-23 20:09:43.461552
UNSEEN_INV_000390,UNSEEN_CUST_00390,62758.66,paid,2026-05-25 20:09:43.461552,2026-05-23 20:09:43.461552,0,,,2026-05-07 20:09:43.461552
UNSEEN_INV_000391,UNSEEN_CUST_00391,77881.12,paid,2026-09-03 20:09:43.462549,2026-08-31 20:09:43.462549,0,,,2026-08-19 20:09:43.462549
UNSEEN_INV_000392,UNSEEN_CUST_00392,21905.55,paid,2026-07-20 20:09:43.462549,2026-07-16 20:09:43.462549,0,,,2026-07-02 20:09:43.462549
UNSEEN_INV_000393,UNSEEN_CUST_00393,74599.42,paid,2026-08-27 20:09:43.462549,2026-08-25 20:09:43.462549,0,,,2026-08-16 20:09:43.462549
UNSEEN_INV_000394,UNSEEN_CUST_00394,49421.1,paid,2026-06-14 20:09:43.462549,2026-06-14 20:09:43.462549,0,,,2026-05-26 20:09:43.462549
UNSEEN_INV_000395,UNSEEN_CUST_00395,43813.27,paid,2026-05-13 20:09:43.462549,2026-05-13 20:09:43.462549,0,,,2026-04-29 20:09:43.462549
UNSEEN_INV_000396,UNSEEN_CUST_00396,73946.6,paid,2026-04-03 20:09:43.462549,2026-04-01 20:09:43.462549,0,,,2026-03-05 20:09:43.462549
UNSEEN_INV_000397,UNSEEN_CUST_00397,27382.85,overdue,2026-09-07 20:09:43.462549,,25,BANK_TEMPORARY_ERROR,temporary_bank_failure,2026-08-08 20:09:43.462549
UNSEEN_INV_000398,UNSEEN_CUST_00398,38880.41,paid,2026-06-06 20:09:43.463539,2026-06-06 20:09:43.463539,0,,,2026-05-26 20:09:43.463539
UNSEEN_INV_000399,UNSEEN_CUST_00399,28074.94,paid,2026-08-29 20:09:43.463539,2026-08-29 20:09:43.463539,0,,,2026-08-18 20:09:43.463539
UNSEEN_INV_000400,UNSEEN_CUST_00400,69351.11,paid,2026-05-02 20:09:43.463539,2026-04-30 20:09:43.463539,0,,,2026-04-02 20:09:43.463539
UNSEEN_INV_000401,UNSEEN_CUST_00401,29837.02,paid,2026-03-19 20:09:43.463539,2026-03-17 20:09:43.463539,0,,,2026-03-10 20:09:43.463539
UNSEEN_INV_000402,UNSEEN_CUST_00402,47024.28,paid,2026-06-14 20:09:43.463539,2026-06-08 20:09:43.463539,0,,,2026-05-22 20:09:43.463539
UNSEEN_INV_000403,UNSEEN_CUST_00403,27966.67,paid,2026-08-29 20:09:43.463539,2026-08-24 20:09:43.463539,0,,,2026-08-15 20:09:43.463539
UNSEEN_INV_000404,UNSEEN_CUST_00404,66135.65,cancelled,2026-06-12 20:09:43.464539,,0,,,2026-05-25 20:09:43.464539
UNSEEN_INV_000405,UNSEEN_CUST_00405,119467.91,overdue,2026-09-17 20:09:43.464539,,41,INSUFFICIENT_BALANCE,insufficient_funds,2026-08-18 20:09:43.464539
UNSEEN_INV_000406,UNSEEN_CUST_00406,11496.79,paid,2026-07-28 20:09:43.464539,2026-07-26 20:09:43.464539,0,,,2026-07-17 20:09:43.464539
UNSEEN_INV_000407,UNSEEN_CUST_00407,70334.27,cancelled,2026-04-21 20:09:43.464539,,0,,,2026-04-12 20:09:43.464539
UNSEEN_INV_000408,UNSEEN_CUST_00408,99178.8,paid,2026-09-10 20:09:43.464539,2026-09-09 20:09:43.464539,0,,,2026-08-11 20:09:43.464539
UNSEEN_INV_000409,UNSEEN_CUST_00409,33314.68,overdue,2026-08-22 20:09:43.464539,,81,UNKNOWN_ERROR,unknown_failure,2026-08-11 20:09:43.464539
UNSEEN_INV_000410,UNSEEN_CUST_00410,63046.85,paid,2026-08-21 20:09:43.464539,2026-08-17 20:09:43.464539,0,,,2026-08-06 20:09:43.464539
UNSEEN_INV_000411,UNSEEN_CUST_00411,51387.59,paid,2026-08-24 20:09:43.465540,2026-08-23 20:09:43.465540,0,,,2026-08-09 20:09:43.465540
UNSEEN_INV_000412,UNSEEN_CUST_00412,45197.45,paid,2026-07-26 20:09:43.465540,2026-07-25 20:09:43.465540,0,,,2026-07-03 20:09:43.465540
UNSEEN_INV_000413,UNSEEN_CUST_00413,53597.29,paid,2026-07-21 20:09:43.465540,2026-07-20 20:09:43.465540,0,,,2026-06-29 20:09:43.465540
UNSEEN_INV_000414,UNSEEN_CUST_00414,21245.11,paid,2026-06-29 20:09:43.465540,2026-06-28 20:09:43.465540,0,,,2026-06-20 20:09:43.465540
UNSEEN_INV_000415,UNSEEN_CUST_00415,75224.56,paid,2026-04-22 20:09:43.465540,2026-04-21 20:09:43.465540,0,,,2026-03-25 20:09:43.465540
UNSEEN_INV_000416,UNSEEN_CUST_00416,123727.83,paid,2026-08-31 20:09:43.465540,2026-08-25 20:09:43.465540,0,,,2026-08-23 20:09:43.465540
UNSEEN_INV_000417,UNSEEN_CUST_00417,21510.86,paid,2026-07-18 20:09:43.466541,2026-07-13 20:09:43.466541,0,,,2026-06-26 20:09:43.466541
UNSEEN_INV_000418,UNSEEN_CUST_00418,47052.3,overdue,2026-04-11 20:09:43.466541,,7,BANK_TEMPORARY_ERROR,temporary_bank_failure,2026-03-12 20:09:43.466541
UNSEEN_INV_000419,UNSEEN_CUST_00419,59575.83,overdue,2026-06-28 20:09:43.466541,,6,NETWORK_TIMEOUT,timeout,2026-06-11 20:09:43.466541
UNSEEN_INV_000420,UNSEEN_CUST_00420,62154.86,overdue,2026-07-01 20:09:43.466541,,48,INSTRUMENT_EXPIRED,expired_instrument,2026-06-02 20:09:43.466541
UNSEEN_INV_000421,UNSEEN_CUST_00421,48303.15,cancelled,2026-05-29 20:09:43.466541,,0,,,2026-05-04 20:09:43.466541
UNSEEN_INV_000422,UNSEEN_CUST_00422,148658.7,paid,2026-03-30 20:09:43.466541,2026-03-28 20:09:43.466541,0,,,2026-03-20 20:09:43.466541
UNSEEN_INV_000423,UNSEEN_CUST_00423,37542.05,paid,2026-07-30 20:09:43.467540,2026-07-24 20:09:43.467540,0,,,2026-07-07 20:09:43.467540
UNSEEN_INV_000424,UNSEEN_CUST_00424,30042.91,overdue,2026-04-08 20:09:43.467540,,6,INSTRUMENT_EXPIRED,expired_instrument,2026-03-25 20:09:43.467540
UNSEEN_INV_000425,UNSEEN_CUST_00425,3047.7,overdue,2026-06-27 20:09:43.467540,,50,PROCESSING_TIMEOUT,timeout,2026-06-07 20:09:43.467540
UNSEEN_INV_000426,UNSEEN_CUST_00426,23962.38,paid,2026-03-29 20:09:43.467540,2026-03-27 20:09:43.467540,0,,,2026-03-19 20:09:43.467540
UNSEEN_INV_000427,UNSEEN_CUST_00427,8640.25,paid,2026-04-08 20:09:43.467540,2026-04-04 20:09:43.467540,0,,,2026-03-22 20:09:43.467540
UNSEEN_INV_000428,UNSEEN_CUST_00428,62021.87,paid,2026-05-30 20:09:43.467540,2026-05-25 20:09:43.467540,0,,,2026-05-01 20:09:43.467540
UNSEEN_INV_000429,UNSEEN_CUST_00429,36026.15,paid,2026-08-03 20:09:43.467540,2026-08-02 20:09:43.467540,0,,,2026-07-10 20:09:43.467540
UNSEEN_INV_000430,UNSEEN_CUST_00430,36785.89,paid,2026-07-16 20:09:43.468543,2026-07-10 20:09:43.468543,0,,,2026-06-23 20:09:43.468543
UNSEEN_INV_000431,UNSEEN_CUST_00431,26720.17,paid,2026-05-22 20:09:43.468543,2026-05-16 20:09:43.468543,0,,,2026-04-28 20:09:43.468543
UNSEEN_INV_000432,UNSEEN_CUST_00432,14434.85,paid,2026-05-05 20:09:43.468543,2026-05-02 20:09:43.468543,0,,,2026-04-24 20:09:43.468543
UNSEEN_INV_000433,UNSEEN_CUST_00433,54724.7,overdue,2026-08-13 20:09:43.468543,,14,POLICY_DECLINED,risk_decline,2026-07-22 20:09:43.468543
UNSEEN_INV_000434,UNSEEN_CUST_00434,42133.22,paid,2026-05-27 20:09:43.468543,2026-05-24 20:09:43.468543,0,,,2026-05-19 20:09:43.468543
UNSEEN_INV_000435,UNSEEN_CUST_00435,23971.43,paid,2026-06-29 20:09:43.468543,2026-06-25 20:09:43.468543,0,,,2026-06-05 20:09:43.468543
UNSEEN_INV_000436,UNSEEN_CUST_00436,11574.95,paid,2026-08-07 20:09:43.469542,2026-08-04 20:09:43.469542,0,,,2026-07-31 20:09:43.469542
UNSEEN_INV_000437,UNSEEN_CUST_00437,10352.56,paid,2026-07-01 20:09:43.469542,2026-06-27 20:09:43.469542,0,,,2026-06-22 20:09:43.469542
UNSEEN_INV_000438,UNSEEN_CUST_00438,8468.15,paid,2026-05-14 20:09:43.469542,2026-05-13 20:09:43.469542,0,,,2026-04-27 20:09:43.469542
UNSEEN_INV_000439,UNSEEN_CUST_00439,42968.99,paid,2026-05-20 20:09:43.469542,2026-05-19 20:09:43.469542,0,,,2026-05-11 20:09:43.469542
UNSEEN_INV_000440,UNSEEN_CUST_00440,62424.56,overdue,2026-03-29 20:09:43.469542,,38,TRANSACTION_LIMIT_EXCEEDED,limit_exceeded,2026-03-05 20:09:43.469542
UNSEEN_INV_000441,UNSEEN_CUST_00441,53277.58,cancelled,2026-03-25 20:09:43.469542,,0,,,2026-03-16 20:09:43.469542
UNSEEN_INV_000442,UNSEEN_CUST_00442,66744.45,paid,2026-05-21 20:09:43.469542,2026-05-16 20:09:43.469542,0,,,2026-04-21 20:09:43.469542
UNSEEN_INV_000443,UNSEEN_CUST_00443,64592.22,paid,2026-09-14 20:09:43.470539,2026-09-13 20:09:43.470539,0,,,2026-08-24 20:09:43.470539
UNSEEN_INV_000444,UNSEEN_CUST_00444,59149.6,paid,2026-06-14 20:09:43.470539,2026-06-14 20:09:43.470539,0,,,2026-05-24 20:09:43.470539
UNSEEN_INV_000445,UNSEEN_CUST_00445,46436.9,paid,2026-03-31 20:09:43.470539,2026-03-28 20:09:43.470539,0,,,2026-03-06 20:09:43.470539
UNSEEN_INV_000446,UNSEEN_CUST_00446,29568.03,paid,2026-04-10 20:09:43.470539,2026-04-09 20:09:43.470539,0,,,2026-03-14 20:09:43.470539
UNSEEN_INV_000447,UNSEEN_CUST_00447,110429.82,paid,2026-07-28 20:09:43.470539,2026-07-25 20:09:43.470539,0,,,2026-06-29 20:09:43.470539
UNSEEN_INV_000448,UNSEEN_CUST_00448,22378.29,paid,2026-03-25 20:09:43.470539,2026-03-22 20:09:43.470539,0,,,2026-03-12 20:09:43.470539
UNSEEN_INV_000449,UNSEEN_CUST_00449,18484.08,paid,2026-09-17 20:09:43.470539,2026-09-15 20:09:43.470539,0,,,2026-08-25 20:09:43.470539
UNSEEN_INV_000450,UNSEEN_CUST_00450,66247.01,paid,2026-08-07 20:09:43.471542,2026-08-01 20:09:43.471542,0,,,2026-07-19 20:09:43.471542
UNSEEN_INV_000451,UNSEEN_CUST_00451,51704.13,paid,2026-06-18 20:09:43.471542,2026-06-14 20:09:43.471542,0,,,2026-05-23 20:09:43.471542
UNSEEN_INV_000452,UNSEEN_CUST_00452,59862.55,paid,2026-03-12 20:09:43.471542,2026-03-08 20:09:43.471542,0,,,2026-03-03 20:09:43.471542
UNSEEN_INV_000453,UNSEEN_CUST_00453,5168.87,paid,2026-05-19 20:09:43.471542,2026-05-18 20:09:43.471542,0,,,2026-04-27 20:09:43.471542
UNSEEN_INV_000454,UNSEEN_CUST_00454,13150.72,overdue,2026-03-15 20:09:43.471542,,4,AUTHENTICATION_FAILED,authentication_failed,2026-03-06 20:09:43.471542
UNSEEN_INV_000455,UNSEEN_CUST_00455,16159.75,cancelled,2026-06-16 20:09:43.471542,,0,,,2026-06-09 20:09:43.471542
UNSEEN_INV_000456,UNSEEN_CUST_00456,56893.5,paid,2026-03-29 20:09:43.471542,2026-03-25 20:09:43.471542,0,,,2026-03-10 20:09:43.471542
UNSEEN_INV_000457,UNSEEN_CUST_00457,7391.65,paid,2026-03-29 20:09:43.472541,2026-03-24 20:09:43.472541,0,,,2026-03-11 20:09:43.472541
UNSEEN_INV_000458,UNSEEN_CUST_00458,10848.17,paid,2026-05-27 20:09:43.472541,2026-05-27 20:09:43.472541,0,,,2026-05-02 20:09:43.472541
UNSEEN_INV_000459,UNSEEN_CUST_00459,18466.94,paid,2026-09-04 20:09:43.472541,2026-08-31 20:09:43.472541,0,,,2026-08-14 20:09:43.472541
UNSEEN_INV_000460,UNSEEN_CUST_00460,51558.48,paid,2026-08-09 20:09:43.473541,2026-08-07 20:09:43.473541,0,,,2026-07-30 20:09:43.473541
UNSEEN_INV_000461,UNSEEN_CUST_00461,33848.29,paid,2026-05-21 20:09:43.473541,2026-05-18 20:09:43.473541,0,,,2026-05-02 20:09:43.473541
UNSEEN_INV_000462,UNSEEN_CUST_00462,40118.02,paid,2026-05-05 20:09:43.473541,2026-05-01 20:09:43.473541,0,,,2026-04-19 20:09:43.473541
UNSEEN_INV_000463,UNSEEN_CUST_00463,72276.23,paid,2026-05-01 20:09:43.473541,2026-04-28 20:09:43.473541,0,,,2026-04-07 20:09:43.473541
UNSEEN_INV_000464,UNSEEN_CUST_00464,74289.32,overdue,2026-06-14 20:09:43.473541,,9,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,2026-05-22 20:09:43.473541
UNSEEN_INV_000465,UNSEEN_CUST_00465,12091.36,overdue,2026-08-20 20:09:43.473541,,26,UNSPECIFIED_DECLINE,timeout,2026-08-10 20:09:43.473541
UNSEEN_INV_000466,UNSEEN_CUST_00466,98323.79,paid,2026-09-04 20:09:43.474543,2026-09-04 20:09:43.474543,0,,,2026-08-26 20:09:43.474543
UNSEEN_INV_000467,UNSEEN_CUST_00467,61036.42,paid,2026-03-21 20:09:43.474543,2026-03-19 20:09:43.474543,0,,,2026-03-05 20:09:43.474543
UNSEEN_INV_000468,UNSEEN_CUST_00468,59934.13,paid,2026-03-29 20:09:43.474543,2026-03-25 20:09:43.474543,0,,,2026-03-12 20:09:43.474543
UNSEEN_INV_000469,UNSEEN_CUST_00469,29070.31,paid,2026-07-05 20:09:43.474543,2026-07-03 20:09:43.474543,0,,,2026-06-25 20:09:43.474543
UNSEEN_INV_000470,UNSEEN_CUST_00470,22181.74,overdue,2026-05-02 20:09:43.474543,,85,CARD_EXPIRED,expired_instrument,2026-04-11 20:09:43.474543
UNSEEN_INV_000471,UNSEEN_CUST_00471,61115.3,paid,2026-06-12 20:09:43.474543,2026-06-07 20:09:43.474543,0,,,2026-05-22 20:09:43.474543
UNSEEN_INV_000472,UNSEEN_CUST_00472,65622.27,paid,2026-07-10 20:09:43.475540,2026-07-05 20:09:43.475540,0,,,2026-06-29 20:09:43.475540
UNSEEN_INV_000473,UNSEEN_CUST_00473,18905.76,cancelled,2026-07-17 20:09:43.475540,,0,,,2026-07-05 20:09:43.475540
UNSEEN_INV_000474,UNSEEN_CUST_00474,17837.2,paid,2026-05-18 20:09:43.475540,2026-05-15 20:09:43.475540,0,,,2026-04-21 20:09:43.475540
UNSEEN_INV_000475,UNSEEN_CUST_00475,21187.45,paid,2026-05-12 20:09:43.475540,2026-05-12 20:09:43.475540,0,,,2026-04-13 20:09:43.475540
UNSEEN_INV_000476,UNSEEN_CUST_00476,48450.32,paid,2026-05-09 20:09:43.475540,2026-05-06 20:09:43.475540,0,,,2026-04-13 20:09:43.475540
UNSEEN_INV_000477,UNSEEN_CUST_00477,41829.23,cancelled,2026-07-01 20:09:43.475540,,0,,,2026-06-05 20:09:43.475540
UNSEEN_INV_000478,UNSEEN_CUST_00478,67606.33,paid,2026-07-20 20:09:43.475540,2026-07-14 20:09:43.475540,0,,,2026-07-11 20:09:43.475540
UNSEEN_INV_000479,UNSEEN_CUST_00479,142832.32,paid,2026-05-24 20:09:43.476543,2026-05-19 20:09:43.476543,0,,,2026-05-06 20:09:43.476543
UNSEEN_INV_000480,UNSEEN_CUST_00480,5509.34,paid,2026-03-24 20:09:43.476543,2026-03-23 20:09:43.476543,0,,,2026-03-07 20:09:43.476543
UNSEEN_INV_000481,UNSEEN_CUST_00481,48266.01,overdue,2026-08-13 20:09:43.476543,,13,FUNDS_NOT_AVAILABLE,insufficient_funds,2026-07-25 20:09:43.476543
UNSEEN_INV_000482,UNSEEN_CUST_00482,60555.93,overdue,2026-04-29 20:09:43.476543,,25,FUNDS_NOT_AVAILABLE,insufficient_funds,2026-04-22 20:09:43.476543
UNSEEN_INV_000483,UNSEEN_CUST_00483,16455.35,paid,2026-05-07 20:09:43.476543,2026-05-07 20:09:43.476543,0,,,2026-04-28 20:09:43.476543
UNSEEN_INV_000484,UNSEEN_CUST_00484,51167.74,paid,2026-05-23 20:09:43.476543,2026-05-22 20:09:43.476543,0,,,2026-05-16 20:09:43.476543
UNSEEN_INV_000485,UNSEEN_CUST_00485,46009.01,paid,2026-09-14 20:09:43.477542,2026-09-08 20:09:43.477542,0,,,2026-08-20 20:09:43.477542
UNSEEN_INV_000486,UNSEEN_CUST_00486,37423.65,paid,2026-04-07 20:09:43.477542,2026-04-03 20:09:43.477542,0,,,2026-03-17 20:09:43.477542
UNSEEN_INV_000487,UNSEEN_CUST_00487,61638.95,paid,2026-07-19 20:09:43.477542,2026-07-17 20:09:43.477542,0,,,2026-07-08 20:09:43.477542
UNSEEN_INV_000488,UNSEEN_CUST_00488,3735.98,paid,2026-04-22 20:09:43.477542,2026-04-18 20:09:43.477542,0,,,2026-03-25 20:09:43.477542
UNSEEN_INV_000489,UNSEEN_CUST_00489,14381.8,paid,2026-06-22 20:09:43.477542,2026-06-17 20:09:43.477542,0,,,2026-06-05 20:09:43.477542
UNSEEN_INV_000490,UNSEEN_CUST_00490,54812.8,overdue,2026-05-18 20:09:43.477542,,46,INSUFFICIENT_BALANCE,insufficient_funds,2026-04-22 20:09:43.477542
UNSEEN_INV_000491,UNSEEN_CUST_00491,53359.72,paid,2026-04-08 20:09:43.477542,2026-04-04 20:09:43.477542,0,,,2026-03-29 20:09:43.477542
UNSEEN_INV_000492,UNSEEN_CUST_00492,17933.87,paid,2026-08-24 20:09:43.478540,2026-08-21 20:09:43.478540,0,,,2026-07-26 20:09:43.478540
UNSEEN_INV_000493,UNSEEN_CUST_00493,30108.11,paid,2026-04-17 20:09:43.478540,2026-04-12 20:09:43.478540,0,,,2026-03-31 20:09:43.478540
UNSEEN_INV_000494,UNSEEN_CUST_00494,22185.82,paid,2026-06-02 20:09:43.478540,2026-05-27 20:09:43.478540,0,,,2026-05-07 20:09:43.478540
UNSEEN_INV_000495,UNSEEN_CUST_00495,8938.43,paid,2026-05-12 20:09:43.478540,2026-05-10 20:09:43.478540,0,,,2026-04-26 20:09:43.478540
UNSEEN_INV_000496,UNSEEN_CUST_00496,5380.2,overdue,2026-06-06 20:09:43.478540,,44,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,2026-05-22 20:09:43.478540
UNSEEN_INV_000497,UNSEEN_CUST_00497,15177.98,paid,2026-04-17 20:09:43.478540,2026-04-13 20:09:43.478540,0,,,2026-03-20 20:09:43.478540
UNSEEN_INV_000498,UNSEEN_CUST_00498,14057.56,paid,2026-07-30 20:09:43.478540,2026-07-26 20:09:43.478540,0,,,2026-07-13 20:09:43.478540
UNSEEN_INV_000499,UNSEEN_CUST_00499,9625.51,paid,2026-09-01 20:09:43.479542,2026-08-29 20:09:43.479542,0,,,2026-08-18 20:09:43.479542
UNSEEN_INV_000500,UNSEEN_CUST_00500,48581.4,paid,2026-06-11 20:09:43.479542,2026-06-05 20:09:43.479542,0,,,2026-05-30 20:09:43.479542
UNSEEN_INV_000501,UNSEEN_CUST_00501,54507.84,overdue,2026-05-13 20:09:43.479542,,70,PROCESSING_TIMEOUT,timeout,2026-04-19 20:09:43.479542
UNSEEN_INV_000502,UNSEEN_CUST_00502,17727.89,paid,2026-09-01 20:09:43.479542,2026-08-26 20:09:43.479542,0,,,2026-08-04 20:09:43.479542
UNSEEN_INV_000503,UNSEEN_CUST_00503,12917.87,paid,2026-09-06 20:09:43.479542,2026-09-06 20:09:43.479542,0,,,2026-08-25 20:09:43.479542
UNSEEN_INV_000504,UNSEEN_CUST_00504,9315.29,paid,2026-09-16 20:09:43.479542,2026-09-16 20:09:43.479542,0,,,2026-08-22 20:09:43.479542
UNSEEN_INV_000505,UNSEEN_CUST_00505,65011.47,paid,2026-08-22 20:09:43.480540,2026-08-22 20:09:43.480540,0,,,2026-07-30 20:09:43.480540
UNSEEN_INV_000506,UNSEEN_CUST_00506,53140.69,paid,2026-05-09 20:09:43.480540,2026-05-09 20:09:43.480540,0,,,2026-04-19 20:09:43.480540
UNSEEN_INV_000507,UNSEEN_CUST_00507,40504.07,paid,2026-03-28 20:09:43.480540,2026-03-28 20:09:43.480540,0,,,2026-03-15 20:09:43.480540
UNSEEN_INV_000508,UNSEEN_CUST_00508,92366.43,paid,2026-09-06 20:09:43.480540,2026-09-01 20:09:43.480540,0,,,2026-08-20 20:09:43.480540
UNSEEN_INV_000509,UNSEEN_CUST_00509,13040.97,paid,2026-08-21 20:09:43.480540,2026-08-18 20:09:43.480540,0,,,2026-07-25 20:09:43.480540
UNSEEN_INV_000510,UNSEEN_CUST_00510,18713.79,paid,2026-04-01 20:09:43.480540,2026-03-31 20:09:43.480540,0,,,2026-03-03 20:09:43.480540
UNSEEN_INV_000511,UNSEEN_CUST_00511,67296.09,overdue,2026-04-20 20:09:43.480540,,85,AUTHENTICATION_FAILED,authentication_failed,2026-03-24 20:09:43.480540
UNSEEN_INV_000512,UNSEEN_CUST_00512,21404.29,paid,2026-08-02 20:09:43.481540,2026-07-29 20:09:43.481540,0,,,2026-07-20 20:09:43.481540
UNSEEN_INV_000513,UNSEEN_CUST_00513,9791.45,paid,2026-09-08 20:09:43.481540,2026-09-02 20:09:43.481540,0,,,2026-08-25 20:09:43.481540
UNSEEN_INV_000514,UNSEEN_CUST_00514,30320.95,cancelled,2026-07-10 20:09:43.481540,,0,,,2026-07-03 20:09:43.481540
UNSEEN_INV_000515,UNSEEN_CUST_00515,19477.16,paid,2026-06-14 20:09:43.481540,2026-06-09 20:09:43.481540,0,,,2026-06-06 20:09:43.481540
UNSEEN_INV_000516,UNSEEN_CUST_00516,4001.53,paid,2026-09-02 20:09:43.481540,2026-08-28 20:09:43.481540,0,,,2026-08-03 20:09:43.481540
UNSEEN_INV_000517,UNSEEN_CUST_00517,42066.7,overdue,2026-05-06 20:09:43.481540,,45,INSUFFICIENT_BALANCE,insufficient_funds,2026-04-19 20:09:43.481540
UNSEEN_INV_000518,UNSEEN_CUST_00518,2517.57,paid,2026-08-06 20:09:43.482541,2026-08-01 20:09:43.482541,0,,,2026-07-28 20:09:43.482541
UNSEEN_INV_000519,UNSEEN_CUST_00519,8245.6,paid,2026-04-17 20:09:43.482541,2026-04-16 20:09:43.482541,0,,,2026-03-30 20:09:43.482541
UNSEEN_INV_000520,UNSEEN_CUST_00520,69660.14,overdue,2026-07-30 20:09:43.482541,,43,CARD_EXPIRED,expired_instrument,2026-07-17 20:09:43.482541
UNSEEN_INV_000521,UNSEEN_CUST_00521,12116.55,paid,2026-05-07 20:09:43.482541,2026-05-02 20:09:43.482541,0,,,2026-04-29 20:09:43.482541
UNSEEN_INV_000522,UNSEEN_CUST_00522,71593.54,overdue,2026-04-29 20:09:43.482541,,67,FUNDS_NOT_AVAILABLE,insufficient_funds,2026-04-20 20:09:43.482541
UNSEEN_INV_000523,UNSEEN_CUST_00523,122284.05,paid,2026-07-20 20:09:43.482541,2026-07-14 20:09:43.482541,0,,,2026-07-06 20:09:43.482541
UNSEEN_INV_000524,UNSEEN_CUST_00524,7563.14,overdue,2026-04-14 20:09:43.483540,,62,INSUFFICIENT_BALANCE,insufficient_funds,2026-03-28 20:09:43.483540
UNSEEN_INV_000525,UNSEEN_CUST_00525,106814.29,paid,2026-04-07 20:09:43.483540,2026-04-05 20:09:43.483540,0,,,2026-03-28 20:09:43.483540
UNSEEN_INV_000526,UNSEEN_CUST_00526,17931.9,overdue,2026-03-13 20:09:43.483540,,47,CARD_EXPIRED,expired_instrument,2026-03-05 20:09:43.483540
UNSEEN_INV_000527,UNSEEN_CUST_00527,136218.04,paid,2026-08-25 20:09:43.483540,2026-08-24 20:09:43.483540,0,,,2026-07-26 20:09:43.483540
UNSEEN_INV_000528,UNSEEN_CUST_00528,11873.95,paid,2026-07-28 20:09:43.483540,2026-07-24 20:09:43.483540,0,,,2026-07-12 20:09:43.483540
UNSEEN_INV_000529,UNSEEN_CUST_00529,35878.92,paid,2026-06-27 20:09:43.483540,2026-06-21 20:09:43.483540,0,,,2026-06-05 20:09:43.483540
UNSEEN_INV_000530,UNSEEN_CUST_00530,23500.97,overdue,2026-04-04 20:09:43.483540,,64,UNSPECIFIED_DECLINE,unknown_failure,2026-03-28 20:09:43.483540
UNSEEN_INV_000531,UNSEEN_CUST_00531,48395.74,paid,2026-08-26 20:09:43.484539,2026-08-20 20:09:43.484539,0,,,2026-07-30 20:09:43.484539
UNSEEN_INV_000532,UNSEEN_CUST_00532,42293.99,overdue,2026-03-31 20:09:43.484539,,48,FUNDS_NOT_AVAILABLE,insufficient_funds,2026-03-20 20:09:43.484539
UNSEEN_INV_000533,UNSEEN_CUST_00533,71536.6,paid,2026-07-19 20:09:43.484539,2026-07-13 20:09:43.484539,0,,,2026-07-10 20:09:43.484539
UNSEEN_INV_000534,UNSEEN_CUST_00534,97818.13,paid,2026-06-10 20:09:43.484539,2026-06-10 20:09:43.484539,0,,,2026-05-14 20:09:43.484539
UNSEEN_INV_000535,UNSEEN_CUST_00535,111973.43,paid,2026-05-10 20:09:43.484539,2026-05-06 20:09:43.484539,0,,,2026-04-30 20:09:43.484539
UNSEEN_INV_000536,UNSEEN_CUST_00536,61547.0,paid,2026-04-18 20:09:43.484539,2026-04-18 20:09:43.484539,0,,,2026-03-30 20:09:43.484539
UNSEEN_INV_000537,UNSEEN_CUST_00537,11444.79,paid,2026-04-15 20:09:43.485542,2026-04-13 20:09:43.485542,0,,,2026-03-23 20:09:43.485542
UNSEEN_INV_000538,UNSEEN_CUST_00538,24628.91,overdue,2026-04-22 20:09:43.485542,,52,INSUFFICIENT_BALANCE,insufficient_funds,2026-04-02 20:09:43.485542
UNSEEN_INV_000539,UNSEEN_CUST_00539,13068.95,paid,2026-04-07 20:09:43.485542,2026-04-02 20:09:43.485542,0,,,2026-03-25 20:09:43.485542
UNSEEN_INV_000540,UNSEEN_CUST_00540,65142.3,paid,2026-09-10 20:09:43.485542,2026-09-09 20:09:43.485542,0,,,2026-08-23 20:09:43.485542
UNSEEN_INV_000541,UNSEEN_CUST_00541,54654.56,paid,2026-08-13 20:09:43.486548,2026-08-10 20:09:43.486548,0,,,2026-07-17 20:09:43.486548
UNSEEN_INV_000542,UNSEEN_CUST_00542,6357.62,paid,2026-06-07 20:09:43.486548,2026-06-06 20:09:43.486548,0,,,2026-05-08 20:09:43.486548
UNSEEN_INV_000543,UNSEEN_CUST_00543,13504.97,paid,2026-06-04 20:09:43.486548,2026-06-02 20:09:43.486548,0,,,2026-05-25 20:09:43.486548
UNSEEN_INV_000544,UNSEEN_CUST_00544,48085.52,paid,2026-09-03 20:09:43.486548,2026-09-01 20:09:43.486548,0,,,2026-08-10 20:09:43.486548
