case_id,customer_id,customer_segment,communication_opt_in,failure_category,recovery_amount,final_action,decision_reason,guardrail_status,recovery_probability,expected_recovery,action_cost,erv
CASE_000797,CUST_00207,new,1,temporary_bank_failure,6594.54,retry,Action passed all guardrails.,passed,0.716371080978767,4724.137748357718,2.0,4722.137748357718
CASE_000798,CUST_00209,regular,1,insufficient_funds,41582.98,reminder,Action passed all guardrails.,passed,0.5768218639182424,23985.972030875,5.0,23980.972030875
CASE_000799,CUST_00209,regular,1,unknown_failure,10584.78,escalate,Case routed to manual review.,passed,0.5029765070747112,5323.895672554262,25.0,5298.895672554262
CASE_000800,CUST_00211,regular,1,timeout,23886.02,retry,Action passed all guardrails.,passed,0.7330911636770189,17510.630197412545,2.0,17508.630197412545
CASE_000801,CUST_00212,regular,1,insufficient_funds,5910.54,reminder,Action passed all guardrails.,passed,0.6005107161165044,3549.342608035244,5.0,3544.342608035244
CASE_000802,CUST_00213,high_value,1,unknown_failure,93392.48,reminder,High-value case permitted for controlled recovery.,passed,0.5620217582836461,52488.60582007025,5.0,52483.60582007025
CASE_000803,CUST_00217,high_value,1,temporary_bank_failure,15045.93,retry,Action passed all guardrails.,passed,0.8761468559042618,13182.44426365561,2.0,13180.44426365561
CASE_000804,CUST_00217,high_value,1,unknown_failure,65968.22,reminder,High-value case permitted for controlled recovery.,passed,0.5848193346126782,38579.49052598277,5.0,38574.49052598277
CASE_000805,CUST_00218,regular,1,insufficient_funds,5711.0,reminder,Action passed all guardrails.,passed,0.6150350277410098,3512.465043428907,5.0,3507.465043428907
CASE_000806,CUST_00219,regular,1,unknown_failure,17150.7,reminder,Action passed all guardrails.,passed,0.5461048599499883,9366.080621544264,5.0,9361.080621544264
CASE_000807,CUST_00220,regular,1,unknown_failure,4322.81,reminder,Action passed all guardrails.,passed,0.5219734622784384,2256.392102471857,5.0,2251.392102471857
CASE_000808,CUST_00220,regular,1,insufficient_funds,62979.29,reminder,High-value case permitted for controlled recovery.,passed,0.5652265490291499,35597.56674700605,5.0,35592.56674700605
CASE_000809,CUST_00221,regular,1,insufficient_funds,11424.03,reminder,Action passed all guardrails.,passed,0.6301689394143423,7199.068868937629,5.0,7194.068868937629
CASE_000810,CUST_00221,regular,1,timeout,29538.0,escalate,Case routed to manual review.,passed,0.6772183308515516,20003.67505669313,25.0,19978.67505669313
CASE_000811,CUST_00222,regular,1,unknown_failure,17676.18,reminder,Action passed all guardrails.,passed,0.534885344448899,9454.72962784074,5.0,9449.72962784074
CASE_000812,CUST_00222,regular,1,unknown_failure,11360.0,reminder,Action passed all guardrails.,passed,0.5472064365632205,6216.265119358185,5.0,6211.265119358185
CASE_000813,CUST_00222,regular,1,insufficient_funds,24453.68,reminder,Action passed all guardrails.,passed,0.5061301319866898,12376.744285960276,5.0,12371.744285960276
CASE_000814,CUST_00223,regular,1,temporary_bank_failure,14262.7,retry,Action passed all guardrails.,passed,0.7559026062084397,10781.212101569114,2.0,10779.212101569114
CASE_000815,CUST_00224,regular,1,temporary_bank_failure,26338.55,retry,Action passed all guardrails.,passed,0.8441651532362922,22234.08609677174,2.0,22232.08609677174
CASE_000816,CUST_00224,regular,1,temporary_bank_failure,57051.27,retry,High-value case permitted for controlled recovery.,passed,0.8089053946144056,46149.080072603,2.0,46147.080072603
CASE_000817,CUST_00225,new,1,insufficient_funds,13897.53,reminder,Action passed all guardrails.,passed,0.5572816085382852,7744.837873109075,5.0,7739.837873109075
CASE_000818,CUST_00225,new,1,unknown_failure,18583.74,reminder,Action passed all guardrails.,passed,0.4626955746686905,8598.61425879353,5.0,8593.61425879353
CASE_000819,CUST_00225,new,1,temporary_bank_failure,13596.61,escalate,Case routed to manual review.,passed,0.7348456503356523,9991.409717810237,25.0,9966.409717810237
CASE_000820,CUST_00229,regular,1,risk_decline,48937.44,reminder,Action passed all guardrails.,passed,0.1912617346212547,9359.859662323575,5.0,9354.859662323575
CASE_000821,CUST_00230,regular,1,timeout,12487.94,retry,Action passed all guardrails.,passed,0.796646189222502,9948.469812239253,2.0,9946.469812239253
CASE_000822,CUST_00235,regular,1,unknown_failure,1690.6,reminder,Action passed all guardrails.,passed,0.4914777809217762,830.8923364263549,5.0,825.8923364263549
CASE_000823,CUST_00235,regular,1,unknown_failure,22145.19,reminder,Action passed all guardrails.,passed,0.6004496990621526,13297.07267117419,5.0,13292.07267117419
CASE_000824,CUST_00236,regular,1,unknown_failure,36307.05,reminder,Action passed all guardrails.,passed,0.5557761592000952,20178.592800885817,5.0,20173.592800885817
CASE_000825,CUST_00239,regular,1,timeout,10804.27,retry,Action passed all guardrails.,passed,0.7318408817499211,7907.006483464221,2.0,7905.006483464221
CASE_000826,CUST_00241,new,1,unknown_failure,15693.1,reminder,Action passed all guardrails.,passed,0.4399812397546939,6904.669593594388,5.0,6899.669593594388
CASE_000827,CUST_00241,new,1,authentication_failed,4878.24,reminder,Action passed all guardrails.,passed,0.4610819784665221,2249.2685506345265,5.0,2244.2685506345265
CASE_000828,CUST_00244,regular,1,temporary_bank_failure,31422.31,retry,Action passed all guardrails.,passed,0.7430843913634056,23349.428101582256,2.0,23347.428101582256
CASE_000829,CUST_00244,regular,1,unknown_failure,35299.43,escalate,Case routed to manual review.,passed,0.4463271175344221,15755.092842508107,25.0,15730.092842508107
CASE_000830,CUST_00244,regular,1,authentication_failed,20921.87,reminder,Action passed all guardrails.,passed,0.5291092779883294,11069.955529865689,5.0,11064.955529865689
CASE_000831,CUST_00245,regular,1,unknown_failure,18050.29,reminder,Action passed all guardrails.,passed,0.5071387927383111,9154.00227917641,5.0,9149.00227917641
CASE_000832,CUST_00245,regular,1,unknown_failure,23036.62,reminder,Action passed all guardrails.,passed,0.487839974025197,11238.184102428331,5.0,11233.184102428331
CASE_000833,CUST_00246,new,0,limit_exceeded,981.55,escalate,Case routed to manual review.,passed,0.4612027479492631,452.6935572495992,25.0,427.6935572495992
CASE_000834,CUST_00246,new,0,blocked_instrument,16552.53,escalate,Case routed to manual review.,passed,0.3837528887837478,6352.08120417965,25.0,6327.08120417965
CASE_000835,CUST_00246,new,0,timeout,4711.13,retry,Action passed all guardrails.,passed,0.747933785719187,3523.6132959152337,2.0,3521.6132959152337
CASE_000836,CUST_00247,regular,1,risk_decline,30290.17,reminder,Action passed all guardrails.,passed,0.1453380004705723,4402.312741713716,5.0,4397.312741713716
CASE_000837,CUST_00248,regular,1,authentication_failed,1321.11,reminder,Action passed all guardrails.,passed,0.5189823296739978,685.6327455556152,5.0,680.6327455556152
CASE_000838,CUST_00249,regular,1,temporary_bank_failure,24920.59,retry,Action passed all guardrails.,passed,0.7712117453400708,19219.051708804316,2.0,19217.051708804316
CASE_000839,CUST_00250,new,1,expired_instrument,14653.31,reminder,Action passed all guardrails.,passed,0.4461480000750531,6537.544950979776,5.0,6532.544950979776
CASE_000840,CUST_00251,new,0,expired_instrument,3501.21,escalate,Case routed to manual review.,passed,0.3556615033215946,1245.2456120446002,25.0,1220.2456120446002
CASE_000841,CUST_00251,new,0,temporary_bank_failure,6138.08,retry,Action passed all guardrails.,passed,0.7804538109997975,4790.487928221637,2.0,4788.487928221637
CASE_000842,CUST_00256,regular,1,unknown_failure,34326.51,escalate,Case routed to manual review.,passed,0.5354967375108807,18381.734115134623,25.0,18356.734115134623
CASE_000843,CUST_00256,regular,1,insufficient_funds,17413.96,reminder,Action passed all guardrails.,passed,0.5954004272551688,10368.27922420442,5.0,10363.27922420442
CASE_000844,CUST_00257,new,1,expired_instrument,2317.21,reminder,Action passed all guardrails.,passed,0.4156480538773047,963.1438269250292,5.0,958.1438269250292
CASE_000845,CUST_00258,regular,1,expired_instrument,51393.7,reminder,High-value case permitted for controlled recovery.,passed,0.5595394483469713,28756.802546509734,5.0,28751.802546509734
CASE_000846,CUST_00258,regular,1,unknown_failure,35590.04,reminder,Action passed all guardrails.,passed,0.507151304477126,18049.535212393093,5.0,18044.535212393093
CASE_000847,CUST_00259,regular,1,temporary_bank_failure,10999.0,retry,Action passed all guardrails.,passed,0.81390195450067,8952.10759755287,2.0,8950.10759755287
CASE_000848,CUST_00259,regular,1,unknown_failure,25623.41,reminder,Action passed all guardrails.,passed,0.5722380786140125,14662.690905939076,5.0,14657.690905939076
CASE_000849,CUST_00259,regular,1,unknown_failure,43959.86,reminder,Action passed all guardrails.,passed,0.5527445575133326,24298.57336404805,5.0,24293.57336404805
CASE_000850,CUST_00260,regular,1,unknown_failure,41917.38,reminder,Action passed all guardrails.,passed,0.5234090407432229,21939.93565626916,5.0,21934.93565626916
CASE_000851,CUST_00262,regular,1,unknown_failure,28285.91,reminder,Action passed all guardrails.,passed,0.4945239667912412,13988.060417500035,5.0,13983.060417500035
CASE_000852,CUST_00262,regular,1,unknown_failure,29501.83,reminder,Action passed all guardrails.,passed,0.498155242345468,14696.4912732848,5.0,14691.4912732848
CASE_000853,CUST_00262,regular,1,unknown_failure,39325.66,reminder,Action passed all guardrails.,passed,0.5001482622137022,19668.660509406905,5.0,19663.660509406905
CASE_000854,CUST_00263,regular,1,unknown_failure,8299.67,reminder,Action passed all guardrails.,passed,0.5034150162821974,4178.178508186866,5.0,4173.178508186866
CASE_000855,CUST_00263,regular,1,unknown_failure,13016.14,reminder,Action passed all guardrails.,passed,0.4931704353447556,6419.175430308287,5.0,6414.175430308287
CASE_000856,CUST_00265,regular,1,unknown_failure,40176.17,reminder,Action passed all guardrails.,passed,0.4847219522452615,19474.271556137508,5.0,19469.271556137508
CASE_000857,CUST_00265,regular,1,unknown_failure,7711.28,reminder,Action passed all guardrails.,passed,0.5423391810855939,4182.129280321718,5.0,4177.129280321718
CASE_000858,CUST_00266,regular,1,unknown_failure,1266.22,reminder,Action passed all guardrails.,passed,0.4802217234579964,608.0663506769843,5.0,603.0663506769843
CASE_000859,CUST_00268,regular,1,unknown_failure,58702.63,reminder,High-value case permitted for controlled recovery.,passed,0.5179550357519122,30405.32282038127,5.0,30400.32282038127
CASE_000860,CUST_00268,regular,1,unknown_failure,37600.13,reminder,Action passed all guardrails.,passed,0.4910249117448676,18462.600514845548,5.0,18457.600514845548
CASE_000861,CUST_00269,regular,1,unknown_failure,12992.76,escalate,Case routed to manual review.,passed,0.5383983537721782,6995.280594957006,25.0,6970.280594957006
CASE_000862,CUST_00269,regular,1,unknown_failure,27847.83,escalate,Case routed to manual review.,passed,0.5274828785631441,14689.253530137084,25.0,14664.253530137084
CASE_000863,CUST_00269,regular,1,unknown_failure,26584.97,reminder,Action passed all guardrails.,passed,0.5420076588936282,14409.25735145734,5.0,14404.25735145734
CASE_000864,CUST_00269,regular,1,unknown_failure,19377.45,reminder,Action passed all guardrails.,passed,0.5239631805490845,10153.070332930858,5.0,10148.070332930858
CASE_000865,CUST_00269,regular,1,temporary_bank_failure,38248.55,retry,Action passed all guardrails.,passed,0.7474042569338435,28587.12909154696,2.0,28585.12909154696
CASE_000866,CUST_00270,high_value,1,unknown_failure,82722.7,reminder,High-value case permitted for controlled recovery.,passed,0.543410787756667,44952.40757235843,5.0,44947.40757235843
CASE_000867,CUST_00271,regular,1,limit_exceeded,56524.72,reminder,High-value case permitted for controlled recovery.,passed,0.517974423010373,29278.35922782289,5.0,29273.35922782289
CASE_000868,CUST_00272,new,0,limit_exceeded,16980.61,escalate,Case routed to manual review.,passed,0.3642699061502729,6185.525211074385,25.0,6160.525211074385
CASE_000869,CUST_00273,regular,1,temporary_bank_failure,74805.32,retry,High-value case permitted for controlled recovery.,passed,0.7564595659370974,56587.19989698568,2.0,56585.19989698568
CASE_000870,CUST_00273,regular,1,temporary_bank_failure,19855.28,retry,Action passed all guardrails.,passed,0.73203129809824,14534.686392504022,2.0,14532.686392504022
CASE_000871,CUST_00273,regular,1,unknown_failure,44657.18,reminder,Action passed all guardrails.,passed,0.5303255481036144,23682.843460261767,5.0,23677.843460261767
CASE_000872,CUST_00274,new,1,unknown_failure,9385.98,reminder,Action passed all guardrails.,passed,0.4609168657592746,4326.156483679236,5.0,4321.156483679236
CASE_000873,CUST_00274,new,1,unknown_failure,13271.69,reminder,Action passed all guardrails.,passed,0.4785562660760658,6351.250410919062,5.0,6346.250410919062
CASE_000874,CUST_00276,new,0,temporary_bank_failure,1762.86,retry,Action passed all guardrails.,passed,0.7395077638992419,1303.6486566674175,2.0,1301.6486566674175
CASE_000875,CUST_00277,regular,1,limit_exceeded,31629.79,reminder,Action passed all guardrails.,passed,0.4653116126864497,14717.708593833742,5.0,14712.708593833742
CASE_000876,CUST_00277,regular,1,unknown_failure,13872.0,reminder,Action passed all guardrails.,passed,0.5466831436114084,7583.588568177457,5.0,7578.588568177457
CASE_000877,CUST_00278,regular,1,expired_instrument,9708.28,reminder,Action passed all guardrails.,passed,0.564409560132047,5479.44604443875,5.0,5474.44604443875
CASE_000878,CUST_00279,new,0,timeout,1550.54,retry,Action passed all guardrails.,passed,0.7816140492505784,1211.9238479249918,2.0,1209.9238479249918
CASE_000879,CUST_00279,new,0,temporary_bank_failure,1049.41,retry,Action passed all guardrails.,passed,0.7495731605845211,786.6095704490023,2.0,784.6095704490023
CASE_000880,CUST_00279,new,0,unknown_failure,5283.14,escalate,Case routed to manual review.,passed,0.4201723503017309,2219.829350773087,25.0,2194.829350773087
CASE_000881,CUST_00280,high_value,1,unknown_failure,31689.26,reminder,Action passed all guardrails.,passed,0.5753678247084607,18232.980592820837,5.0,18227.980592820837
CASE_000882,CUST_00280,high_value,1,unknown_failure,16269.9,reminder,Action passed all guardrails.,passed,0.5401374015144351,8787.981508899707,5.0,8782.981508899707
CASE_000883,CUST_00282,regular,1,timeout,5850.65,retry,Action passed all guardrails.,passed,0.8235830687402775,4818.496281125304,2.0,4816.496281125304
CASE_000884,CUST_00283,regular,1,insufficient_funds,24702.23,reminder,Action passed all guardrails.,passed,0.5494537760108544,13572.733549388608,5.0,13567.733549388608
CASE_000885,CUST_00283,regular,1,timeout,1730.15,retry,Action passed all guardrails.,passed,0.7272705689829888,1258.2871749259182,2.0,1256.2871749259182
CASE_000886,CUST_00285,regular,0,unknown_failure,8933.23,escalate,Case routed to manual review.,passed,0.4840268714203378,4323.923368578305,25.0,4298.923368578305
CASE_000887,CUST_00285,regular,0,unknown_failure,35351.75,escalate,Case routed to manual review.,passed,0.5040488128118674,17819.007618321935,25.0,17794.007618321935
CASE_000888,CUST_00287,regular,1,unknown_failure,10968.45,reminder,Action passed all guardrails.,passed,0.5734488252579104,6289.844767400128,5.0,6284.844767400128
CASE_000889,CUST_00287,regular,1,unknown_failure,16537.45,reminder,Action passed all guardrails.,passed,0.57582913916796,9522.74559753318,5.0,9517.74559753318
CASE_000890,CUST_00288,high_value,1,insufficient_funds,14913.34,reminder,Action passed all guardrails.,passed,0.6205635609607654,9254.67537621862,5.0,9249.67537621862
CASE_000891,CUST_00289,regular,1,temporary_bank_failure,52543.83,retry,High-value case permitted for controlled recovery.,passed,0.8069879212626327,42402.23614687716,2.0,42400.23614687716
CASE_000892,CUST_00290,regular,1,unknown_failure,11287.06,reminder,Action passed all guardrails.,passed,0.5138245282792722,5799.568280159841,5.0,5794.568280159841
CASE_000893,CUST_00291,high_value,1,authentication_failed,35888.64,reminder,Action passed all guardrails.,passed,0.5595016635437808,20079.753782323874,5.0,20074.753782323874
CASE_000894,CUST_00293,regular,1,insufficient_funds,35878.95,reminder,Action passed all guardrails.,passed,0.5537970777812254,19869.657663858696,5.0,19864.657663858696
CASE_000895,CUST_00293,regular,1,unknown_failure,48022.03,reminder,Action passed all guardrails.,passed,0.4632592502204028,22246.64961186169,5.0,22241.64961186169
CASE_000896,CUST_00293,regular,1,unknown_failure,47867.75,reminder,Action passed all guardrails.,passed,0.4618489938101464,22107.67217345564,5.0,22102.67217345564
CASE_000897,CUST_00293,regular,1,unknown_failure,48305.2,reminder,Action passed all guardrails.,passed,0.4599649264673635,22218.697765991285,5.0,22213.697765991285
CASE_000898,CUST_00295,high_value,1,temporary_bank_failure,108647.65,retry,High-value case permitted for controlled recovery.,passed,0.8043759081400953,87393.55213603722,2.0,87391.55213603722
CASE_000899,CUST_00295,high_value,1,unknown_failure,19644.45,reminder,Action passed all guardrails.,passed,0.5882485978300546,11555.820167642616,5.0,11550.820167642616
CASE_000900,CUST_00296,regular,1,unknown_failure,41765.2,reminder,Action passed all guardrails.,passed,0.4966979910979691,20744.6909378049,5.0,20739.6909378049
CASE_000901,CUST_00297,regular,1,unknown_failure,13759.06,reminder,Action passed all guardrails.,passed,0.5403991003634887,7435.383645847262,5.0,7430.383645847262
CASE_000902,CUST_00297,regular,1,expired_instrument,45103.24,reminder,Action passed all guardrails.,passed,0.557001548466499,25122.57452085613,5.0,25117.57452085613
CASE_000903,CUST_00299,high_value,1,insufficient_funds,6942.49,reminder,Action passed all guardrails.,passed,0.6346666580460008,4406.166926817779,5.0,4401.166926817779
CASE_000904,CUST_00299,high_value,1,insufficient_funds,101305.32,reminder,High-value case permitted for controlled recovery.,passed,0.6719681610680629,68073.94958681166,5.0,68068.94958681166
CASE_000905,CUST_00300,regular,1,unknown_failure,41567.52,reminder,Action passed all guardrails.,passed,0.4865128909260639,20223.13432382698,5.0,20218.13432382698
CASE_000906,CUST_00301,regular,1,insufficient_funds,23615.79,reminder,Action passed all guardrails.,passed,0.5880806193588268,13887.988409847989,5.0,13882.988409847989
CASE_000907,CUST_00301,regular,1,insufficient_funds,6136.4,reminder,Action passed all guardrails.,passed,0.6277312730876599,3852.010184175116,5.0,3847.010184175116
CASE_000908,CUST_00302,high_value,1,unknown_failure,76059.44,reminder,High-value case permitted for controlled recovery.,passed,0.5279903805311931,40158.65266858945,5.0,40153.65266858945
CASE_000909,CUST_00303,regular,1,unknown_failure,46584.28,escalate,Case routed to manual review.,passed,0.5141580024222943,23951.680349080834,25.0,23926.680349080834
CASE_000910,CUST_00303,regular,1,unknown_failure,42532.88,escalate,Case routed to manual review.,passed,0.5146766469028403,21890.68006152088,25.0,21865.68006152088
CASE_000911,CUST_00303,regular,1,unknown_failure,30857.53,escalate,Case routed to manual review.,passed,0.5199985165686474,16045.869824972531,25.0,16020.869824972531
CASE_000912,CUST_00305,regular,1,insufficient_funds,10187.66,reminder,Action passed all guardrails.,passed,0.6046143481432155,6159.60541000471,5.0,6154.60541000471
CASE_000913,CUST_00305,regular,1,blocked_instrument,10976.41,escalate,Case routed to manual review.,passed,0.5342479585045039,5864.124634208421,25.0,5839.124634208421
CASE_000914,CUST_00305,regular,1,temporary_bank_failure,7266.94,retry,Action passed all guardrails.,passed,0.8053453027308466,5852.395994226898,2.0,5850.395994226898
CASE_000915,CUST_00306,regular,1,unknown_failure,35003.58,reminder,Action passed all guardrails.,passed,0.5182132336113081,18139.318379772118,5.0,18134.318379772118
CASE_000916,CUST_00308,new,0,expired_instrument,15402.87,escalate,Case routed to manual review.,passed,0.4220119338129783,6500.19495496991,25.0,6475.19495496991
CASE_000917,CUST_00308,new,0,timeout,19318.26,retry,Action passed all guardrails.,passed,0.6206453923079037,11989.789056406084,2.0,11987.789056406084
CASE_000918,CUST_00308,new,0,unknown_failure,546.83,escalate,Case routed to manual review.,passed,0.4550914222590331,248.85764243390716,25.0,223.85764243390716
CASE_000919,CUST_00308,new,0,risk_decline,4618.78,escalate,Case routed to manual review.,passed,0.1502552650169121,693.9960129548133,25.0,668.9960129548133
CASE_000920,CUST_00309,new,1,unknown_failure,4953.85,reminder,Action passed all guardrails.,passed,0.4185405210194181,2073.3869600520447,5.0,2068.3869600520447
CASE_000921,CUST_00309,new,1,limit_exceeded,18655.55,reminder,Action passed all guardrails.,passed,0.4726598300153106,8817.729091842128,5.0,8812.729091842128
CASE_000922,CUST_00310,high_value,1,insufficient_funds,142033.36,reminder,High-value case permitted for controlled recovery.,passed,0.6762771933565962,96053.92206380704,5.0,96048.92206380704
CASE_000923,CUST_00312,regular,1,authentication_failed,20874.07,reminder,Action passed all guardrails.,passed,0.5820286551817971,12149.306890270696,5.0,12144.306890270696
CASE_000924,CUST_00312,regular,1,unknown_failure,6423.78,reminder,Action passed all guardrails.,passed,0.5388411459312182,3461.396976410041,5.0,3456.396976410041
CASE_000925,CUST_00313,regular,1,insufficient_funds,5375.61,reminder,Action passed all guardrails.,passed,0.6582720885886423,3538.614022137991,5.0,3533.614022137991
CASE_000926,CUST_00313,regular,1,unknown_failure,19944.23,reminder,Action passed all guardrails.,passed,0.6005769642561505,11978.045107826443,5.0,11973.045107826443
CASE_000927,CUST_00313,regular,1,unknown_failure,5027.87,reminder,Action passed all guardrails.,passed,0.5834995878146734,2933.760072585762,5.0,2928.760072585762
CASE_000928,CUST_00314,regular,1,authentication_failed,15194.89,reminder,Action passed all guardrails.,passed,0.5434830632093133,8258.165362328562,5.0,8253.165362328562
CASE_000929,CUST_00315,high_value,1,authentication_failed,82603.03,reminder,High-value case permitted for controlled recovery.,passed,0.5187464420940121,42850.027918684944,5.0,42845.027918684944
CASE_000930,CUST_00316,regular,0,unknown_failure,42189.16,escalate,Case routed to manual review.,passed,0.5448670053678857,22987.48126818659,25.0,22962.48126818659
CASE_000931,CUST_00316,regular,0,unknown_failure,1358.5,escalate,Case routed to manual review.,passed,0.3668179011426551,498.322118702297,25.0,473.322118702297
CASE_000932,CUST_00319,regular,1,unknown_failure,42335.02,escalate,Case routed to manual review.,passed,0.5346590149995365,22634.80009318568,25.0,22609.80009318568
CASE_000933,CUST_00319,regular,1,unknown_failure,2746.32,reminder,Action passed all guardrails.,passed,0.4676582457124741,1284.339193365082,5.0,1279.339193365082
CASE_000934,CUST_00319,regular,1,authentication_failed,6360.06,reminder,Action passed all guardrails.,passed,0.5462352018284524,3474.0886577410674,5.0,3469.0886577410674
CASE_000935,CUST_00320,new,1,unknown_failure,6225.12,reminder,Action passed all guardrails.,passed,0.5274304208520165,3283.317661454305,5.0,3278.317661454305
CASE_000936,CUST_00321,regular,1,temporary_bank_failure,1307.61,retry,Action passed all guardrails.,passed,0.8283104973063853,1083.1070893828023,2.0,1081.1070893828023
CASE_000937,CUST_00321,regular,1,unknown_failure,16301.54,reminder,Action passed all guardrails.,passed,0.5341805477306831,8707.965566053641,5.0,8702.965566053641
CASE_000938,CUST_00322,regular,1,unknown_failure,28295.45,reminder,Action passed all guardrails.,passed,0.4932398098116667,13956.442376535526,5.0,13951.442376535526
CASE_000939,CUST_00324,regular,1,unknown_failure,40016.28,reminder,Action passed all guardrails.,passed,0.5057966710058596,20240.10121003836,5.0,20235.10121003836
CASE_000940,CUST_00325,regular,1,insufficient_funds,5415.31,reminder,Action passed all guardrails.,passed,0.5894511644444801,3192.060785327837,5.0,3187.060785327837
CASE_000941,CUST_00325,regular,1,unknown_failure,50904.35,escalate,Case routed to manual review.,passed,0.5136876839428914,26148.937654118326,25.0,26123.937654118326
CASE_000942,CUST_00326,new,1,insufficient_funds,12147.72,reminder,Action passed all guardrails.,passed,0.6349086450699554,7712.692445889198,5.0,7707.692445889198
CASE_000943,CUST_00327,regular,1,unknown_failure,32311.02,reminder,Action passed all guardrails.,passed,0.5814975978680353,18788.780514666047,5.0,18783.780514666047
CASE_000944,CUST_00327,regular,1,unknown_failure,12947.6,reminder,Action passed all guardrails.,passed,0.5752801876553042,7448.497757685816,5.0,7443.497757685816
CASE_000945,CUST_00328,regular,1,temporary_bank_failure,10809.33,retry,Action passed all guardrails.,passed,0.8050655080947665,8702.218748614003,2.0,8700.218748614003
CASE_000946,CUST_00328,regular,1,authentication_failed,2785.35,reminder,Action passed all guardrails.,passed,0.4784747768421888,1332.719719677391,5.0,1327.719719677391
CASE_000947,CUST_00330,regular,1,unknown_failure,44493.66,reminder,Action passed all guardrails.,passed,0.5644220102850533,25113.201022139667,5.0,25108.201022139667
CASE_000948,CUST_00332,regular,1,unknown_failure,10251.46,reminder,Action passed all guardrails.,passed,0.5329840233643725,5463.864396158929,5.0,5458.864396158929
CASE_000949,CUST_00333,new,1,timeout,15932.1,retry,Action passed all guardrails.,passed,0.6326695623039097,10079.75473358212,2.0,10077.75473358212
CASE_000950,CUST_00333,new,1,insufficient_funds,2979.73,reminder,Action passed all guardrails.,passed,0.5559286069290164,1656.517147924598,5.0,1651.517147924598
CASE_000951,CUST_00334,regular,1,temporary_bank_failure,44423.71,retry,Action passed all guardrails.,passed,0.7570812916332238,33632.35974593976,2.0,33630.35974593976
CASE_000952,CUST_00336,regular,1,expired_instrument,7442.37,reminder,Action passed all guardrails.,passed,0.5932492280281454,4415.180257199829,5.0,4410.180257199829
CASE_000953,CUST_00337,new,1,timeout,2706.9,retry,Action passed all guardrails.,passed,0.7250619723695046,1962.670253007012,2.0,1960.670253007012
CASE_000954,CUST_00338,regular,1,timeout,6180.71,retry,Action passed all guardrails.,passed,0.7840927393640533,4846.249835114798,2.0,4844.249835114798
CASE_000955,CUST_00338,regular,1,unknown_failure,5601.28,reminder,Action passed all guardrails.,passed,0.5399578163617202,3024.4549176305763,5.0,3019.4549176305763
CASE_000956,CUST_00339,high_value,1,timeout,109409.25,escalate,Case routed to manual review.,passed,0.7295621381232974,79820.84636046637,25.0,79795.84636046637
CASE_000957,CUST_00340,regular,1,temporary_bank_failure,46460.13,retry,Action passed all guardrails.,passed,0.8333059316494718,38715.50191420557,2.0,38713.50191420557
CASE_000958,CUST_00341,regular,1,insufficient_funds,60707.05,reminder,High-value case permitted for controlled recovery.,passed,0.5975515109356979,36275.58945194896,5.0,36270.58945194896
CASE_000959,CUST_00344,regular,1,timeout,27384.61,retry,Action passed all guardrails.,passed,0.7538824366777508,20644.776514269903,2.0,20642.776514269903
CASE_000960,CUST_00344,regular,1,unknown_failure,19967.23,reminder,Action passed all guardrails.,passed,0.5135692104861892,10254.554546696152,5.0,10249.554546696152
CASE_000961,CUST_00345,regular,1,insufficient_funds,6515.63,reminder,Action passed all guardrails.,passed,0.5898621272532083,3843.323372194822,5.0,3838.323372194822
CASE_000962,CUST_00350,new,1,insufficient_funds,24312.48,reminder,Action passed all guardrails.,passed,0.5527290390605711,13438.213707579354,5.0,13433.213707579354
CASE_000963,CUST_00354,regular,1,limit_exceeded,12012.05,reminder,Action passed all guardrails.,passed,0.4820128152991754,5789.96203801446,5.0,5784.96203801446
CASE_000964,CUST_00354,regular,1,authentication_failed,54661.48,reminder,High-value case permitted for controlled recovery.,passed,0.550354275636345,30083.17923061056,5.0,30078.17923061056
CASE_000965,CUST_00356,regular,1,limit_exceeded,70062.12,reminder,High-value case permitted for controlled recovery.,passed,0.5291399956340823,37072.66987091455,5.0,37067.66987091455
CASE_000966,CUST_00356,regular,1,unknown_failure,42995.9,escalate,Case routed to manual review.,passed,0.5371173925577083,23093.84569867197,25.0,23068.84569867197
CASE_000967,CUST_00356,regular,1,unknown_failure,37634.92,reminder,Action passed all guardrails.,passed,0.5342581016543233,20106.760915112325,5.0,20101.760915112325
CASE_000968,CUST_00356,regular,1,timeout,15264.77,retry,Action passed all guardrails.,passed,0.7209431565052762,11005.031467127044,2.0,11003.031467127044
CASE_000969,CUST_00357,regular,1,temporary_bank_failure,14993.54,retry,Action passed all guardrails.,passed,0.7930734562969619,11890.978589926752,2.0,11888.978589926752
CASE_000970,CUST_00358,high_value,0,expired_instrument,27522.77,escalate,Case routed to manual review.,passed,0.474462212401061,13058.514345605552,25.0,13033.514345605552
CASE_000971,CUST_00359,new,1,insufficient_funds,3171.34,reminder,Action passed all guardrails.,passed,0.5399785315475758,1712.455516238089,5.0,1707.455516238089
CASE_000972,CUST_00360,regular,1,unknown_failure,26380.79,escalate,Case routed to manual review.,passed,0.5178729230899818,13661.89683072296,25.0,13636.89683072296
CASE_000973,CUST_00360,regular,1,unknown_failure,1960.09,reminder,Action passed all guardrails.,passed,0.4274997736729187,837.9380313785512,5.0,832.9380313785512
