case_id,failure_category,customer_segment,amount_bucket,action,attempt_number,recovery_amount,customer_lifetime_value,successful_payment_count,failed_payment_count,total_payment_attempts,historical_failure_rate,communication_opt_in,recovered
CASE_000747,risk_decline,regular,25k_100k,retry,1,57796.23,51301.05,3,0,3,0.0,1,0
CASE_000747,risk_decline,regular,25k_100k,reminder,1,57796.23,51301.05,3,0,3,0.0,1,0
CASE_000747,risk_decline,regular,25k_100k,escalate,1,57796.23,51301.05,3,0,3,0.0,1,1
CASE_000748,unknown_failure,regular,5k_25k,retry,1,13128.3,51301.05,3,0,3,0.0,1,0
CASE_000748,unknown_failure,regular,5k_25k,reminder,1,13128.3,51301.05,3,0,3,0.0,1,0
CASE_000748,unknown_failure,regular,5k_25k,escalate,1,13128.3,51301.05,3,0,3,0.0,1,0
CASE_000749,unknown_failure,regular,5k_25k,retry,1,24886.37,75161.62,7,1,8,0.125,1,1
CASE_000749,unknown_failure,regular,5k_25k,reminder,1,24886.37,75161.62,7,1,8,0.125,1,0
CASE_000749,unknown_failure,regular,5k_25k,escalate,1,24886.37,75161.62,7,1,8,0.125,1,1
CASE_000750,temporary_bank_failure,new,0_5k,retry,1,1453.96,17048.3,1,0,1,0.0,1,1
CASE_000750,temporary_bank_failure,new,0_5k,reminder,1,1453.96,17048.3,1,0,1,0.0,1,1
CASE_000750,temporary_bank_failure,new,0_5k,escalate,1,1453.96,17048.3,1,0,1,0.0,1,0
CASE_000751,unknown_failure,new,0_5k,retry,1,1002.47,17048.3,1,0,1,0.0,1,0
CASE_000751,unknown_failure,new,0_5k,reminder,1,1002.47,17048.3,1,0,1,0.0,1,0
CASE_000751,unknown_failure,new,0_5k,escalate,1,1002.47,17048.3,1,0,1,0.0,1,0
CASE_000752,unknown_failure,high_value,25k_100k,retry,1,64660.96,259679.58,2,1,3,0.3333333333333333,1,0
CASE_000752,unknown_failure,high_value,25k_100k,reminder,1,64660.96,259679.58,2,1,3,0.3333333333333333,1,1
CASE_000752,unknown_failure,high_value,25k_100k,escalate,1,64660.96,259679.58,2,1,3,0.3333333333333333,1,0
CASE_000753,unknown_failure,high_value,25k_100k,retry,1,88995.22,259679.58,2,1,3,0.3333333333333333,1,1
CASE_000753,unknown_failure,high_value,25k_100k,reminder,1,88995.22,259679.58,2,1,3,0.3333333333333333,1,0
CASE_000753,unknown_failure,high_value,25k_100k,escalate,1,88995.22,259679.58,2,1,3,0.3333333333333333,1,0
CASE_000754,unknown_failure,regular,25k_100k,retry,1,43377.13,39504.03,3,1,4,0.25,1,1
CASE_000754,unknown_failure,regular,25k_100k,reminder,1,43377.13,39504.03,3,1,4,0.25,1,0
CASE_000754,unknown_failure,regular,25k_100k,escalate,1,43377.13,39504.03,3,1,4,0.25,1,1
CASE_000755,timeout,regular,25k_100k,retry,1,58672.19,39504.03,3,1,4,0.25,1,1
CASE_000755,timeout,regular,25k_100k,reminder,1,58672.19,39504.03,3,1,4,0.25,1,1
CASE_000755,timeout,regular,25k_100k,escalate,1,58672.19,39504.03,3,1,4,0.25,1,1
CASE_000756,insufficient_funds,regular,25k_100k,retry,1,36502.69,23033.62,3,1,4,0.25,1,0
CASE_000756,insufficient_funds,regular,25k_100k,reminder,1,36502.69,23033.62,3,1,4,0.25,1,0
CASE_000756,insufficient_funds,regular,25k_100k,escalate,1,36502.69,23033.62,3,1,4,0.25,1,0
CASE_000757,unknown_failure,regular,25k_100k,retry,1,46037.96,23033.62,3,1,4,0.25,1,0
CASE_000757,unknown_failure,regular,25k_100k,reminder,1,46037.96,23033.62,3,1,4,0.25,1,0
CASE_000757,unknown_failure,regular,25k_100k,escalate,1,46037.96,23033.62,3,1,4,0.25,1,0
CASE_000758,insufficient_funds,regular,25k_100k,retry,1,41216.71,23033.62,3,1,4,0.25,1,1
CASE_000758,insufficient_funds,regular,25k_100k,reminder,1,41216.71,23033.62,3,1,4,0.25,1,1
CASE_000758,insufficient_funds,regular,25k_100k,escalate,1,41216.71,23033.62,3,1,4,0.25,1,0
CASE_000759,unknown_failure,new,0_5k,retry,1,3738.16,5595.32,1,1,2,0.5,1,1
CASE_000759,unknown_failure,new,0_5k,reminder,1,3738.16,5595.32,1,1,2,0.5,1,1
CASE_000759,unknown_failure,new,0_5k,escalate,1,3738.16,5595.32,1,1,2,0.5,1,0
CASE_000760,unknown_failure,regular,25k_100k,retry,1,33649.46,60269.73,2,1,3,0.3333333333333333,1,0
CASE_000760,unknown_failure,regular,25k_100k,reminder,1,33649.46,60269.73,2,1,3,0.3333333333333333,1,1
CASE_000760,unknown_failure,regular,25k_100k,escalate,1,33649.46,60269.73,2,1,3,0.3333333333333333,1,0
CASE_000761,unknown_failure,regular,25k_100k,retry,1,43514.31,58295.68,8,2,10,0.2,1,1
CASE_000761,unknown_failure,regular,25k_100k,reminder,1,43514.31,58295.68,8,2,10,0.2,1,0
CASE_000761,unknown_failure,regular,25k_100k,escalate,1,43514.31,58295.68,8,2,10,0.2,1,0
CASE_000762,expired_instrument,new,0_5k,retry,1,4881.78,13300.78,0,2,2,1.0,1,0
CASE_000762,expired_instrument,new,0_5k,reminder,1,4881.78,13300.78,0,2,2,1.0,1,1
CASE_000762,expired_instrument,new,0_5k,escalate,1,4881.78,13300.78,0,2,2,1.0,1,0
CASE_000763,temporary_bank_failure,new,0_5k,retry,1,1719.57,4278.61,7,0,7,0.0,1,1
CASE_000763,temporary_bank_failure,new,0_5k,reminder,1,1719.57,4278.61,7,0,7,0.0,1,0
CASE_000763,temporary_bank_failure,new,0_5k,escalate,1,1719.57,4278.61,7,0,7,0.0,1,1
CASE_000764,timeout,regular,5k_25k,retry,1,9519.43,56128.65,2,0,2,0.0,1,1
CASE_000764,timeout,regular,5k_25k,reminder,1,9519.43,56128.65,2,0,2,0.0,1,0
CASE_000764,timeout,regular,5k_25k,escalate,1,9519.43,56128.65,2,0,2,0.0,1,0
CASE_000765,unknown_failure,regular,5k_25k,retry,1,21665.26,63595.52,1,0,1,0.0,1,1
CASE_000765,unknown_failure,regular,5k_25k,reminder,1,21665.26,63595.52,1,0,1,0.0,1,0
CASE_000765,unknown_failure,regular,5k_25k,escalate,1,21665.26,63595.52,1,0,1,0.0,1,0
CASE_000766,temporary_bank_failure,new,5k_25k,retry,1,6477.23,13379.06,2,2,4,0.5,1,1
CASE_000766,temporary_bank_failure,new,5k_25k,reminder,1,6477.23,13379.06,2,2,4,0.5,1,1
CASE_000766,temporary_bank_failure,new,5k_25k,escalate,1,6477.23,13379.06,2,2,4,0.5,1,0
CASE_000767,unknown_failure,new,5k_25k,retry,1,12648.0,13379.06,2,2,4,0.5,1,0
CASE_000767,unknown_failure,new,5k_25k,reminder,1,12648.0,13379.06,2,2,4,0.5,1,1
CASE_000767,unknown_failure,new,5k_25k,escalate,1,12648.0,13379.06,2,2,4,0.5,1,1
CASE_000768,unknown_failure,new,5k_25k,retry,1,6659.74,13379.06,2,2,4,0.5,1,0
CASE_000768,unknown_failure,new,5k_25k,reminder,1,6659.74,13379.06,2,2,4,0.5,1,1
CASE_000768,unknown_failure,new,5k_25k,escalate,1,6659.74,13379.06,2,2,4,0.5,1,0
CASE_000769,unknown_failure,new,5k_25k,retry,1,15085.81,13379.06,2,2,4,0.5,1,0
CASE_000769,unknown_failure,new,5k_25k,reminder,1,15085.81,13379.06,2,2,4,0.5,1,0
CASE_000769,unknown_failure,new,5k_25k,escalate,1,15085.81,13379.06,2,2,4,0.5,1,0
CASE_000770,timeout,new,5k_25k,retry,1,7209.34,13379.06,2,2,4,0.5,1,1
CASE_000770,timeout,new,5k_25k,reminder,1,7209.34,13379.06,2,2,4,0.5,1,0
CASE_000770,timeout,new,5k_25k,escalate,1,7209.34,13379.06,2,2,4,0.5,1,0
CASE_000771,insufficient_funds,regular,0_5k,retry,1,1044.22,37076.4,4,0,4,0.0,1,0
CASE_000771,insufficient_funds,regular,0_5k,reminder,1,1044.22,37076.4,4,0,4,0.0,1,1
CASE_000771,insufficient_funds,regular,0_5k,escalate,1,1044.22,37076.4,4,0,4,0.0,1,1
CASE_000772,unknown_failure,regular,0_5k,retry,1,1300.89,37076.4,4,0,4,0.0,1,0
CASE_000772,unknown_failure,regular,0_5k,reminder,1,1300.89,37076.4,4,0,4,0.0,1,0
CASE_000772,unknown_failure,regular,0_5k,escalate,1,1300.89,37076.4,4,0,4,0.0,1,1
CASE_000773,risk_decline,high_value,25k_100k,retry,1,85614.08,442922.88,5,1,6,0.16666666666666666,0,0
CASE_000773,risk_decline,high_value,25k_100k,reminder,1,85614.08,442922.88,5,1,6,0.16666666666666666,0,0
CASE_000773,risk_decline,high_value,25k_100k,escalate,1,85614.08,442922.88,5,1,6,0.16666666666666666,0,1
CASE_000774,limit_exceeded,high_value,5k_25k,retry,1,15680.69,442922.88,5,1,6,0.16666666666666666,0,0
CASE_000774,limit_exceeded,high_value,5k_25k,reminder,1,15680.69,442922.88,5,1,6,0.16666666666666666,0,0
CASE_000774,limit_exceeded,high_value,5k_25k,escalate,1,15680.69,442922.88,5,1,6,0.16666666666666666,0,0
CASE_000775,unknown_failure,high_value,5k_25k,retry,1,9692.05,115720.0,4,0,4,0.0,1,1
CASE_000775,unknown_failure,high_value,5k_25k,reminder,1,9692.05,115720.0,4,0,4,0.0,1,0
CASE_000775,unknown_failure,high_value,5k_25k,escalate,1,9692.05,115720.0,4,0,4,0.0,1,1
CASE_000776,unknown_failure,high_value,25k_100k,retry,1,83135.98,115720.0,4,0,4,0.0,1,0
CASE_000776,unknown_failure,high_value,25k_100k,reminder,1,83135.98,115720.0,4,0,4,0.0,1,1
CASE_000776,unknown_failure,high_value,25k_100k,escalate,1,83135.98,115720.0,4,0,4,0.0,1,0
CASE_000777,unknown_failure,regular,5k_25k,retry,1,6386.91,52601.88,1,0,1,0.0,1,0
CASE_000777,unknown_failure,regular,5k_25k,reminder,1,6386.91,52601.88,1,0,1,0.0,1,0
CASE_000777,unknown_failure,regular,5k_25k,escalate,1,6386.91,52601.88,1,0,1,0.0,1,1
CASE_000778,unknown_failure,regular,5k_25k,retry,1,17604.59,51825.87,4,1,5,0.2,1,0
CASE_000778,unknown_failure,regular,5k_25k,reminder,1,17604.59,51825.87,4,1,5,0.2,1,1
CASE_000778,unknown_failure,regular,5k_25k,escalate,1,17604.59,51825.87,4,1,5,0.2,1,0
CASE_000779,expired_instrument,regular,5k_25k,retry,1,7200.61,43448.67,4,0,4,0.0,1,0
CASE_000779,expired_instrument,regular,5k_25k,reminder,1,7200.61,43448.67,4,0,4,0.0,1,1
CASE_000779,expired_instrument,regular,5k_25k,escalate,1,7200.61,43448.67,4,0,4,0.0,1,1
CASE_000780,unknown_failure,regular,25k_100k,retry,1,28314.53,43448.67,4,0,4,0.0,1,0
CASE_000780,unknown_failure,regular,25k_100k,reminder,1,28314.53,43448.67,4,0,4,0.0,1,0
CASE_000780,unknown_failure,regular,25k_100k,escalate,1,28314.53,43448.67,4,0,4,0.0,1,0
CASE_000781,temporary_bank_failure,regular,5k_25k,retry,1,16828.6,44665.11,2,3,5,0.6,1,0
CASE_000781,temporary_bank_failure,regular,5k_25k,reminder,1,16828.6,44665.11,2,3,5,0.6,1,1
CASE_000781,temporary_bank_failure,regular,5k_25k,escalate,1,16828.6,44665.11,2,3,5,0.6,1,1
CASE_000782,authentication_failed,regular,5k_25k,retry,1,8723.86,44665.11,2,3,5,0.6,1,0
CASE_000782,authentication_failed,regular,5k_25k,reminder,1,8723.86,44665.11,2,3,5,0.6,1,0
CASE_000782,authentication_failed,regular,5k_25k,escalate,1,8723.86,44665.11,2,3,5,0.6,1,0
CASE_000783,timeout,regular,25k_100k,retry,1,28615.06,44665.11,2,3,5,0.6,1,1
CASE_000783,timeout,regular,25k_100k,reminder,1,28615.06,44665.11,2,3,5,0.6,1,1
CASE_000783,timeout,regular,25k_100k,escalate,1,28615.06,44665.11,2,3,5,0.6,1,1
CASE_000784,insufficient_funds,regular,5k_25k,retry,1,14659.78,44665.11,2,3,5,0.6,1,1
CASE_000784,insufficient_funds,regular,5k_25k,reminder,1,14659.78,44665.11,2,3,5,0.6,1,1
CASE_000784,insufficient_funds,regular,5k_25k,escalate,1,14659.78,44665.11,2,3,5,0.6,1,0
CASE_000785,temporary_bank_failure,new,5k_25k,retry,1,13222.17,7234.72,2,1,3,0.3333333333333333,1,0
CASE_000785,temporary_bank_failure,new,5k_25k,reminder,1,13222.17,7234.72,2,1,3,0.3333333333333333,1,1
CASE_000785,temporary_bank_failure,new,5k_25k,escalate,1,13222.17,7234.72,2,1,3,0.3333333333333333,1,1
CASE_000786,unknown_failure,new,5k_25k,retry,1,5085.07,7234.72,2,1,3,0.3333333333333333,1,0
CASE_000786,unknown_failure,new,5k_25k,reminder,1,5085.07,7234.72,2,1,3,0.3333333333333333,1,1
CASE_000786,unknown_failure,new,5k_25k,escalate,1,5085.07,7234.72,2,1,3,0.3333333333333333,1,1
CASE_000787,blocked_instrument,new,5k_25k,retry,1,11396.95,7234.72,2,1,3,0.3333333333333333,1,0
CASE_000787,blocked_instrument,new,5k_25k,reminder,1,11396.95,7234.72,2,1,3,0.3333333333333333,1,1
CASE_000787,blocked_instrument,new,5k_25k,escalate,1,11396.95,7234.72,2,1,3,0.3333333333333333,1,0
CASE_000788,unknown_failure,new,5k_25k,retry,1,9340.73,7234.72,2,1,3,0.3333333333333333,1,0
CASE_000788,unknown_failure,new,5k_25k,reminder,1,9340.73,7234.72,2,1,3,0.3333333333333333,1,0
CASE_000788,unknown_failure,new,5k_25k,escalate,1,9340.73,7234.72,2,1,3,0.3333333333333333,1,1
CASE_000789,unknown_failure,high_value,5k_25k,retry,1,16780.29,385562.82,5,1,6,0.16666666666666666,1,0
CASE_000789,unknown_failure,high_value,5k_25k,reminder,1,16780.29,385562.82,5,1,6,0.16666666666666666,1,1
CASE_000789,unknown_failure,high_value,5k_25k,escalate,1,16780.29,385562.82,5,1,6,0.16666666666666666,1,0
CASE_000790,timeout,high_value,25k_100k,retry,1,73378.2,385562.82,5,1,6,0.16666666666666666,1,1
CASE_000790,timeout,high_value,25k_100k,reminder,1,73378.2,385562.82,5,1,6,0.16666666666666666,1,1
CASE_000790,timeout,high_value,25k_100k,escalate,1,73378.2,385562.82,5,1,6,0.16666666666666666,1,0
CASE_000791,expired_instrument,high_value,25k_100k,retry,1,45022.76,163820.27,3,0,3,0.0,1,0
CASE_000791,expired_instrument,high_value,25k_100k,reminder,1,45022.76,163820.27,3,0,3,0.0,1,0
CASE_000791,expired_instrument,high_value,25k_100k,escalate,1,45022.76,163820.27,3,0,3,0.0,1,1
CASE_000792,insufficient_funds,new,5k_25k,retry,1,5145.35,6137.48,2,1,3,0.3333333333333333,1,0
CASE_000792,insufficient_funds,new,5k_25k,reminder,1,5145.35,6137.48,2,1,3,0.3333333333333333,1,0
CASE_000792,insufficient_funds,new,5k_25k,escalate,1,5145.35,6137.48,2,1,3,0.3333333333333333,1,0
CASE_000793,unknown_failure,new,5k_25k,retry,1,7337.54,6137.48,2,1,3,0.3333333333333333,1,1
CASE_000793,unknown_failure,new,5k_25k,reminder,1,7337.54,6137.48,2,1,3,0.3333333333333333,1,1
CASE_000793,unknown_failure,new,5k_25k,escalate,1,7337.54,6137.48,2,1,3,0.3333333333333333,1,1
CASE_000794,authentication_failed,new,5k_25k,retry,1,5031.35,2262.99,1,2,3,0.6666666666666666,1,0
CASE_000794,authentication_failed,new,5k_25k,reminder,1,5031.35,2262.99,1,2,3,0.6666666666666666,1,1
CASE_000794,authentication_failed,new,5k_25k,escalate,1,5031.35,2262.99,1,2,3,0.6666666666666666,1,1
CASE_000795,temporary_bank_failure,new,5k_25k,retry,1,10348.78,2262.99,1,2,3,0.6666666666666666,1,1
CASE_000795,temporary_bank_failure,new,5k_25k,reminder,1,10348.78,2262.99,1,2,3,0.6666666666666666,1,1
CASE_000795,temporary_bank_failure,new,5k_25k,escalate,1,10348.78,2262.99,1,2,3,0.6666666666666666,1,1
CASE_000796,unknown_failure,new,5k_25k,retry,1,13051.91,2262.99,1,2,3,0.6666666666666666,1,0
CASE_000796,unknown_failure,new,5k_25k,reminder,1,13051.91,2262.99,1,2,3,0.6666666666666666,1,1
CASE_000796,unknown_failure,new,5k_25k,escalate,1,13051.91,2262.99,1,2,3,0.6666666666666666,1,0
CASE_000797,temporary_bank_failure,new,5k_25k,retry,1,6594.54,2262.99,1,2,3,0.6666666666666666,1,1
CASE_000797,temporary_bank_failure,new,5k_25k,reminder,1,6594.54,2262.99,1,2,3,0.6666666666666666,1,0
CASE_000797,temporary_bank_failure,new,5k_25k,escalate,1,6594.54,2262.99,1,2,3,0.6666666666666666,1,0
CASE_000798,insufficient_funds,regular,25k_100k,retry,1,41582.98,69826.09,2,3,5,0.6,1,0
CASE_000798,insufficient_funds,regular,25k_100k,reminder,1,41582.98,69826.09,2,3,5,0.6,1,0
CASE_000798,insufficient_funds,regular,25k_100k,escalate,1,41582.98,69826.09,2,3,5,0.6,1,0
CASE_000799,unknown_failure,regular,5k_25k,retry,1,10584.78,69826.09,2,3,5,0.6,1,0
CASE_000799,unknown_failure,regular,5k_25k,reminder,1,10584.78,69826.09,2,3,5,0.6,1,0
CASE_000799,unknown_failure,regular,5k_25k,escalate,1,10584.78,69826.09,2,3,5,0.6,1,1
CASE_000800,timeout,regular,5k_25k,retry,1,23886.02,25767.86,4,0,4,0.0,1,1
CASE_000800,timeout,regular,5k_25k,reminder,1,23886.02,25767.86,4,0,4,0.0,1,1
CASE_000800,timeout,regular,5k_25k,escalate,1,23886.02,25767.86,4,0,4,0.0,1,1
CASE_000801,insufficient_funds,regular,5k_25k,retry,1,5910.54,51230.06,2,1,3,0.3333333333333333,1,0
CASE_000801,insufficient_funds,regular,5k_25k,reminder,1,5910.54,51230.06,2,1,3,0.3333333333333333,1,0
CASE_000801,insufficient_funds,regular,5k_25k,escalate,1,5910.54,51230.06,2,1,3,0.3333333333333333,1,1
CASE_000802,unknown_failure,high_value,25k_100k,retry,1,93392.48,189103.85,1,1,2,0.5,1,0
CASE_000802,unknown_failure,high_value,25k_100k,reminder,1,93392.48,189103.85,1,1,2,0.5,1,1
CASE_000802,unknown_failure,high_value,25k_100k,escalate,1,93392.48,189103.85,1,1,2,0.5,1,0
CASE_000803,temporary_bank_failure,high_value,5k_25k,retry,1,15045.93,493664.32,3,0,3,0.0,1,1
CASE_000803,temporary_bank_failure,high_value,5k_25k,reminder,1,15045.93,493664.32,3,0,3,0.0,1,1
CASE_000803,temporary_bank_failure,high_value,5k_25k,escalate,1,15045.93,493664.32,3,0,3,0.0,1,1
CASE_000804,unknown_failure,high_value,25k_100k,retry,1,65968.22,493664.32,3,0,3,0.0,1,0
CASE_000804,unknown_failure,high_value,25k_100k,reminder,1,65968.22,493664.32,3,0,3,0.0,1,1
CASE_000804,unknown_failure,high_value,25k_100k,escalate,1,65968.22,493664.32,3,0,3,0.0,1,0
CASE_000805,insufficient_funds,regular,5k_25k,retry,1,5711.0,73398.43,3,1,4,0.25,1,0
CASE_000805,insufficient_funds,regular,5k_25k,reminder,1,5711.0,73398.43,3,1,4,0.25,1,0
CASE_000805,insufficient_funds,regular,5k_25k,escalate,1,5711.0,73398.43,3,1,4,0.25,1,0
CASE_000806,unknown_failure,regular,5k_25k,retry,1,17150.7,57238.92,1,0,1,0.0,1,0
CASE_000806,unknown_failure,regular,5k_25k,reminder,1,17150.7,57238.92,1,0,1,0.0,1,1
CASE_000806,unknown_failure,regular,5k_25k,escalate,1,17150.7,57238.92,1,0,1,0.0,1,0
CASE_000807,unknown_failure,regular,0_5k,retry,1,4322.81,33639.42,3,0,3,0.0,1,1
CASE_000807,unknown_failure,regular,0_5k,reminder,1,4322.81,33639.42,3,0,3,0.0,1,0
CASE_000807,unknown_failure,regular,0_5k,escalate,1,4322.81,33639.42,3,0,3,0.0,1,0
CASE_000808,insufficient_funds,regular,25k_100k,retry,1,62979.29,33639.42,3,0,3,0.0,1,1
CASE_000808,insufficient_funds,regular,25k_100k,reminder,1,62979.29,33639.42,3,0,3,0.0,1,1
CASE_000808,insufficient_funds,regular,25k_100k,escalate,1,62979.29,33639.42,3,0,3,0.0,1,0
CASE_000809,insufficient_funds,regular,5k_25k,retry,1,11424.03,80285.47,3,2,5,0.4,1,0
CASE_000809,insufficient_funds,regular,5k_25k,reminder,1,11424.03,80285.47,3,2,5,0.4,1,1
CASE_000809,insufficient_funds,regular,5k_25k,escalate,1,11424.03,80285.47,3,2,5,0.4,1,1
CASE_000810,timeout,regular,25k_100k,retry,1,29538.0,80285.47,3,2,5,0.4,1,0
CASE_000810,timeout,regular,25k_100k,reminder,1,29538.0,80285.47,3,2,5,0.4,1,1
CASE_000810,timeout,regular,25k_100k,escalate,1,29538.0,80285.47,3,2,5,0.4,1,1
CASE_000811,unknown_failure,regular,5k_25k,retry,1,17676.18,33864.95,5,2,7,0.2857142857142857,1,0
CASE_000811,unknown_failure,regular,5k_25k,reminder,1,17676.18,33864.95,5,2,7,0.2857142857142857,1,1
CASE_000811,unknown_failure,regular,5k_25k,escalate,1,17676.18,33864.95,5,2,7,0.2857142857142857,1,0
CASE_000812,unknown_failure,regular,5k_25k,retry,1,11360.0,33864.95,5,2,7,0.2857142857142857,1,1
CASE_000812,unknown_failure,regular,5k_25k,reminder,1,11360.0,33864.95,5,2,7,0.2857142857142857,1,1
CASE_000812,unknown_failure,regular,5k_25k,escalate,1,11360.0,33864.95,5,2,7,0.2857142857142857,1,1
CASE_000813,insufficient_funds,regular,5k_25k,retry,1,24453.68,33864.95,5,2,7,0.2857142857142857,1,0
CASE_000813,insufficient_funds,regular,5k_25k,reminder,1,24453.68,33864.95,5,2,7,0.2857142857142857,1,0
CASE_000813,insufficient_funds,regular,5k_25k,escalate,1,24453.68,33864.95,5,2,7,0.2857142857142857,1,0
CASE_000814,temporary_bank_failure,regular,5k_25k,retry,1,14262.7,27714.04,3,0,3,0.0,1,0
CASE_000814,temporary_bank_failure,regular,5k_25k,reminder,1,14262.7,27714.04,3,0,3,0.0,1,0
CASE_000814,temporary_bank_failure,regular,5k_25k,escalate,1,14262.7,27714.04,3,0,3,0.0,1,1
CASE_000815,temporary_bank_failure,regular,25k_100k,retry,1,26338.55,92514.01,4,1,5,0.2,1,1
CASE_000815,temporary_bank_failure,regular,25k_100k,reminder,1,26338.55,92514.01,4,1,5,0.2,1,1
CASE_000815,temporary_bank_failure,regular,25k_100k,escalate,1,26338.55,92514.01,4,1,5,0.2,1,1
CASE_000816,temporary_bank_failure,regular,25k_100k,retry,1,57051.27,92514.01,4,1,5,0.2,1,1
CASE_000816,temporary_bank_failure,regular,25k_100k,reminder,1,57051.27,92514.01,4,1,5,0.2,1,1
CASE_000816,temporary_bank_failure,regular,25k_100k,escalate,1,57051.27,92514.01,4,1,5,0.2,1,1
CASE_000817,insufficient_funds,new,5k_25k,retry,1,13897.53,15483.11,4,3,7,0.42857142857142855,1,0
CASE_000817,insufficient_funds,new,5k_25k,reminder,1,13897.53,15483.11,4,3,7,0.42857142857142855,1,1
CASE_000817,insufficient_funds,new,5k_25k,escalate,1,13897.53,15483.11,4,3,7,0.42857142857142855,1,0
CASE_000818,unknown_failure,new,5k_25k,retry,1,18583.74,15483.11,4,3,7,0.42857142857142855,1,0
CASE_000818,unknown_failure,new,5k_25k,reminder,1,18583.74,15483.11,4,3,7,0.42857142857142855,1,0
CASE_000818,unknown_failure,new,5k_25k,escalate,1,18583.74,15483.11,4,3,7,0.42857142857142855,1,0
CASE_000819,temporary_bank_failure,new,5k_25k,retry,1,13596.61,15483.11,4,3,7,0.42857142857142855,1,1
CASE_000819,temporary_bank_failure,new,5k_25k,reminder,1,13596.61,15483.11,4,3,7,0.42857142857142855,1,1
CASE_000819,temporary_bank_failure,new,5k_25k,escalate,1,13596.61,15483.11,4,3,7,0.42857142857142855,1,1
CASE_000820,risk_decline,regular,25k_100k,retry,1,48937.44,88809.48,5,1,6,0.16666666666666666,1,0
CASE_000820,risk_decline,regular,25k_100k,reminder,1,48937.44,88809.48,5,1,6,0.16666666666666666,1,0
CASE_000820,risk_decline,regular,25k_100k,escalate,1,48937.44,88809.48,5,1,6,0.16666666666666666,1,0
CASE_000821,timeout,regular,5k_25k,retry,1,12487.94,29319.95,3,0,3,0.0,1,1
CASE_000821,timeout,regular,5k_25k,reminder,1,12487.94,29319.95,3,0,3,0.0,1,0
CASE_000821,timeout,regular,5k_25k,escalate,1,12487.94,29319.95,3,0,3,0.0,1,1
CASE_000822,unknown_failure,regular,0_5k,retry,1,1690.6,91339.98,4,0,4,0.0,1,0
CASE_000822,unknown_failure,regular,0_5k,reminder,1,1690.6,91339.98,4,0,4,0.0,1,0
CASE_000822,unknown_failure,regular,0_5k,escalate,1,1690.6,91339.98,4,0,4,0.0,1,0
CASE_000823,unknown_failure,regular,5k_25k,retry,1,22145.19,91339.98,4,0,4,0.0,1,1
CASE_000823,unknown_failure,regular,5k_25k,reminder,1,22145.19,91339.98,4,0,4,0.0,1,1
CASE_000823,unknown_failure,regular,5k_25k,escalate,1,22145.19,91339.98,4,0,4,0.0,1,0
CASE_000824,unknown_failure,regular,25k_100k,retry,1,36307.05,68329.58,6,1,7,0.14285714285714285,1,1
CASE_000824,unknown_failure,regular,25k_100k,reminder,1,36307.05,68329.58,6,1,7,0.14285714285714285,1,1
CASE_000824,unknown_failure,regular,25k_100k,escalate,1,36307.05,68329.58,6,1,7,0.14285714285714285,1,1
CASE_000825,timeout,regular,5k_25k,retry,1,10804.27,96765.74,3,1,4,0.25,1,1
CASE_000825,timeout,regular,5k_25k,reminder,1,10804.27,96765.74,3,1,4,0.25,1,0
CASE_000825,timeout,regular,5k_25k,escalate,1,10804.27,96765.74,3,1,4,0.25,1,1
CASE_000826,unknown_failure,new,5k_25k,retry,1,15693.1,9493.16,1,2,3,0.6666666666666666,1,0
CASE_000826,unknown_failure,new,5k_25k,reminder,1,15693.1,9493.16,1,2,3,0.6666666666666666,1,0
CASE_000826,unknown_failure,new,5k_25k,escalate,1,15693.1,9493.16,1,2,3,0.6666666666666666,1,0
CASE_000827,authentication_failed,new,0_5k,retry,1,4878.24,9493.16,1,2,3,0.6666666666666666,1,0
CASE_000827,authentication_failed,new,0_5k,reminder,1,4878.24,9493.16,1,2,3,0.6666666666666666,1,0
CASE_000827,authentication_failed,new,0_5k,escalate,1,4878.24,9493.16,1,2,3,0.6666666666666666,1,0
CASE_000828,temporary_bank_failure,regular,25k_100k,retry,1,31422.31,49161.15,2,3,5,0.6,1,1
CASE_000828,temporary_bank_failure,regular,25k_100k,reminder,1,31422.31,49161.15,2,3,5,0.6,1,1
CASE_000828,temporary_bank_failure,regular,25k_100k,escalate,1,31422.31,49161.15,2,3,5,0.6,1,1
CASE_000829,unknown_failure,regular,25k_100k,retry,1,35299.43,49161.15,2,3,5,0.6,1,1
CASE_000829,unknown_failure,regular,25k_100k,reminder,1,35299.43,49161.15,2,3,5,0.6,1,0
CASE_000829,unknown_failure,regular,25k_100k,escalate,1,35299.43,49161.15,2,3,5,0.6,1,0
CASE_000830,authentication_failed,regular,5k_25k,retry,1,20921.87,49161.15,2,3,5,0.6,1,0
CASE_000830,authentication_failed,regular,5k_25k,reminder,1,20921.87,49161.15,2,3,5,0.6,1,1
CASE_000830,authentication_failed,regular,5k_25k,escalate,1,20921.87,49161.15,2,3,5,0.6,1,1
CASE_000831,unknown_failure,regular,5k_25k,retry,1,18050.29,46107.81,5,1,6,0.16666666666666666,1,0
CASE_000831,unknown_failure,regular,5k_25k,reminder,1,18050.29,46107.81,5,1,6,0.16666666666666666,1,0
CASE_000831,unknown_failure,regular,5k_25k,escalate,1,18050.29,46107.81,5,1,6,0.16666666666666666,1,0
